contract_supplier_id,contract_id,supplier_id,supplier_role,contract_share_value,currency_code,source_id,source_file_id,source_record_id
csu_00031,con_00030,sup_0121,contractor,,,src_ted_opendata,file_ted_0013,contract:CON-0016/organisation:ORG-0004
csu_00032,con_00031,sup_0121,contractor,,,src_ted_opendata,file_ted_0013,contract:CON-0017/organisation:ORG-0004
csu_00033,con_00032,sup_0121,contractor,,,src_ted_opendata,file_ted_0013,contract:CON-0018/organisation:ORG-0004
csu_00034,con_00033,sup_0121,contractor,,,src_ted_opendata,file_ted_0013,contract:CON-0019/organisation:ORG-0004
csu_00035,con_00034,sup_0121,contractor,,,src_ted_opendata,file_ted_0013,contract:CON-0020/organisation:ORG-0004
csu_00036,con_00035,sup_0121,contractor,,,src_ted_opendata,file_ted_0013,contract:CON-0021/organisation:ORG-0004
csu_00037,con_00036,sup_0122,contractor,,,src_ted_opendata,file_ted_0013,contract:CON-0023/organisation:ORG-0003
csu_00038,con_00037,sup_0122,contractor,,,src_ted_opendata,file_ted_0013,contract:CON-0024/organisation:ORG-0003
csu_00039,con_00038,sup_0122,contractor,,,src_ted_opendata,file_ted_0013,contract:CON-0025/organisation:ORG-0003
csu_00040,con_00039,sup_0122,contractor,,,src_ted_opendata,file_ted_0013,contract:CON-0026/organisation:ORG-0003
csu_00041,con_00040,sup_0122,contractor,,,src_ted_opendata,file_ted_0013,contract:CON-0027/organisation:ORG-0003
csu_00042,con_00041,sup_0122,contractor,,,src_ted_opendata,file_ted_0013,contract:CON-0028/organisation:ORG-0003
csu_00043,con_00042,sup_0123,contractor,,,src_ted_opendata,file_ted_0014,contract:CON-0001/organisation:ORG-0004
csu_00044,con_00043,sup_0124,contractor,,,src_ted_opendata,file_ted_0015,contract:CON-0001/organisation:ORG-0003
csu_00045,con_00044,sup_0125,contractor,,,src_ted_opendata,file_ted_0015,contract:CON-0002/organisation:ORG-0004
csu_00046,con_00045,sup_0126,contractor,,,src_ted_opendata,file_ted_0015,contract:CON-0003/organisation:ORG-0005
csu_00047,con_00046,sup_0127,contractor,,,src_ted_opendata,file_ted_0015,contract:CON-0004/organisation:ORG-0006
csu_00048,con_00047,sup_0128,contractor,,,src_ted_opendata,file_ted_0015,contract:CON-0005/organisation:ORG-0007
csu_00049,con_00048,sup_0126,contractor,,,src_ted_opendata,file_ted_0015,contract:CON-0006/organisation:ORG-0005
csu_00050,con_00049,sup_0129,contractor,,,src_ted_opendata,file_ted_0015,contract:CON-0007/organisation:ORG-0008
csu_00051,con_00050,sup_0130,contractor,,,src_ted_opendata,file_ted_0015,contract:CON-0008/organisation:ORG-0009
csu_00052,con_00051,sup_0124,contractor,,,src_ted_opendata,file_ted_0015,contract:CON-0009/organisation:ORG-0003
csu_00053,con_00052,sup_0129,contractor,,,src_ted_opendata,file_ted_0015,contract:CON-0010/organisation:ORG-0008
csu_00054,con_00053,sup_0131,contractor,,,src_ted_opendata,file_ted_0016,contract:CON-0001/organisation:ORG-0003
csu_00055,con_00053,sup_0132,contractor,,,src_ted_opendata,file_ted_0016,contract:CON-0001/organisation:ORG-0004
csu_00056,con_00054,sup_0133,contractor,,,src_ted_opendata,file_ted_0017,contract:CON-0000/organisation:ORG-0004
csu_00057,con_00055,sup_0134,contractor,,,src_ted_opendata,file_ted_0018,contract:CON-0001/organisation:ORG-0003
csu_00058,con_00056,sup_0135,contractor,,,src_ted_opendata,file_ted_0019,contract:CON-0001/organisation:ORG-0003
csu_00059,con_00057,sup_0136,contractor,,,src_ted_opendata,file_ted_0020,contract:CON-0001/organisation:ORG-0003
csu_00060,con_00058,sup_0137,contractor,,,src_ted_opendata,file_ted_0023,contract:CON-0001/organisation:ORG-0007
csu_00061,con_00059,sup_0138,contractor,,,src_ted_opendata,file_ted_0024,contract:CON-0001/organisation:ORG-9003
csu_00062,con_00060,sup_0139,contractor,,,src_ted_opendata,file_ted_0024,contract:CON-0002/organisation:ORG-9000
csu_00063,con_00061,sup_0140,contractor,,,src_ted_opendata,file_ted_0024,contract:CON-0003/organisation:ORG-9001
csu_00064,con_00062,sup_0141,contractor,,,src_ted_opendata,file_ted_0024,contract:CON-0004/organisation:ORG-9002
csu_00065,con_00063,sup_0140,contractor,,,src_ted_opendata,file_ted_0024,contract:CON-0005/organisation:ORG-9001
csu_00066,con_00063,sup_0138,contractor,,,src_ted_opendata,file_ted_0024,contract:CON-0005/organisation:ORG-9003
csu_00067,con_00064,sup_0142,contractor,,,src_ted_opendata,file_ted_0025,contract:CON-0001/organisation:ORG-0003
csu_00068,con_00065,sup_0143,contractor,,,src_ted_opendata,file_ted_0026,contract:CON-0001/organisation:ORG-0004
csu_00069,con_00066,sup_0144,contractor,,,src_ted_opendata,file_ted_0028,contract:CON-0001/organisation:ORG-0006
csu_00070,con_00067,sup_0145,contractor,,,src_ted_opendata,file_ted_0029,contract:CON-0001/organisation:ORG-0005
csu_00071,con_00068,sup_0146,contractor,,,src_ted_opendata,file_ted_0030,contract:CON-0001/organisation:ORG-0004
csu_00072,con_00069,sup_0147,contractor,,,src_ted_opendata,file_ted_0031,contract:CON-0001/organisation:ORG-0002
csu_00073,con_00070,sup_0148,contractor,,,src_ted_opendata,file_ted_0032,contract:CON-0001/organisation:ORG-0005
csu_00074,con_00071,sup_0149,contractor,,,src_ted_opendata,file_ted_0033,contract:CON-0001/organisation:ORG-0003
csu_00075,con_00072,sup_0150,contractor,,,src_ted_opendata,file_ted_0033,contract:CON-0002/organisation:ORG-0004
csu_00076,con_00073,sup_0151,contractor,,,src_ted_opendata,file_ted_0033,contract:CON-0003/organisation:ORG-0005
csu_00077,con_00074,sup_0152,contractor,,,src_ted_opendata,file_ted_0034,contract:CON-0000/organisation:ORG-0004
csu_00078,con_00074,sup_0153,contractor,,,src_ted_opendata,file_ted_0034,contract:CON-0000/organisation:ORG-0005
csu_00079,con_00074,sup_0154,contractor,,,src_ted_opendata,file_ted_0034,contract:CON-0000/organisation:ORG-0006
csu_00080,con_00075,sup_0155,contractor,,,src_ted_opendata,file_ted_0035,contract:CON-0001/organisation:ORG-0003
csu_00081,con_00076,sup_0156,contractor,,,src_ted_opendata,file_ted_0036,contract:CON-0001/organisation:ORG-0005
csu_00082,con_00076,sup_0159,contractor,,,src_ted_opendata,file_ted_0036,contract:CON-0001/organisation:ORG-0008
csu_00083,con_00076,sup_0160,contractor,,,src_ted_opendata,file_ted_0036,contract:CON-0001/organisation:ORG-0010
csu_00084,con_00076,sup_0161,contractor,,,src_ted_opendata,file_ted_0036,contract:CON-0001/organisation:ORG-0012
csu_00085,con_00076,sup_0162,contractor,,,src_ted_opendata,file_ted_0036,contract:CON-0001/organisation:ORG-0014
csu_00086,con_00076,sup_0163,contractor,,,src_ted_opendata,file_ted_0036,contract:CON-0001/organisation:ORG-0015
csu_00087,con_00077,sup_0157,contractor,,,src_ted_opendata,file_ted_0036,contract:CON-0002/organisation:ORG-0006
csu_00088,con_00078,sup_0158,contractor,,,src_ted_opendata,file_ted_0036,contract:CON-0003/organisation:ORG-0007
csu_00089,con_00078,sup_0164,contractor,,,src_ted_opendata,file_ted_0036,contract:CON-0003/organisation:ORG-0009
csu_00090,con_00078,sup_0165,contractor,,,src_ted_opendata,file_ted_0036,contract:CON-0003/organisation:ORG-0011
csu_00091,con_00078,sup_0166,contractor,,,src_ted_opendata,file_ted_0036,contract:CON-0003/organisation:ORG-0013
csu_00092,con_00079,sup_0167,contractor,,,src_ted_opendata,file_ted_0037,contract:CON-0003/organisation:ORG-0010
csu_00093,con_00079,sup_0168,contractor,,,src_ted_opendata,file_ted_0037,contract:CON-0003/organisation:ORG-0004
csu_00094,con_00079,sup_0169,contractor,,,src_ted_opendata,file_ted_0037,contract:CON-0003/organisation:ORG-0005
csu_00095,con_00079,sup_0170,contractor,,,src_ted_opendata,file_ted_0037,contract:CON-0003/organisation:ORG-0006
csu_00096,con_00079,sup_0171,contractor,,,src_ted_opendata,file_ted_0037,contract:CON-0003/organisation:ORG-0007
csu_00097,con_00079,sup_0172,contractor,,,src_ted_opendata,file_ted_0037,contract:CON-0003/organisation:ORG-0008
csu_00098,con_00079,sup_0173,contractor,,,src_ted_opendata,file_ted_0037,contract:CON-0003/organisation:ORG-0009
csu_00099,con_00079,sup_0174,contractor,,,src_ted_opendata,file_ted_0037,contract:CON-0003/organisation:ORG-0011
csu_00100,con_00079,sup_0175,contractor,,,src_ted_opendata,file_ted_0037,contract:CON-0003/organisation:ORG-0012
csu_00101,con_00079,sup_0176,contractor,,,src_ted_opendata,file_ted_0037,contract:CON-0003/organisation:ORG-0013
csu_00102,con_00080,sup_0177,contractor,,,src_ted_opendata,file_ted_0039,contract:CON-0001/organisation:ORG-0003
csu_00103,con_00081,sup_0177,contractor,,,src_ted_opendata,file_ted_0039,contract:CON-0002/organisation:ORG-0003
csu_00104,con_00082,sup_0178,contractor,,,src_ted_opendata,file_ted_0040,contract:CON-0001/organisation:ORG-0003
csu_00105,con_00083,sup_0178,contractor,,,src_ted_opendata,file_ted_0040,contract:CON-0002/organisation:ORG-0003
csu_00106,con_00084,sup_0178,contractor,,,src_ted_opendata,file_ted_0040,contract:CON-0003/organisation:ORG-0003
csu_00107,con_00085,sup_0178,contractor,,,src_ted_opendata,file_ted_0040,contract:CON-0004/organisation:ORG-0003
csu_00108,con_00086,sup_0179,contractor,,,src_ted_opendata,file_ted_0040,contract:CON-0005/organisation:ORG-0004
csu_00109,con_00087,sup_0178,contractor,,,src_ted_opendata,file_ted_0040,contract:CON-0006/organisation:ORG-0003
csu_00110,con_00088,sup_0178,contractor,,,src_ted_opendata,file_ted_0040,contract:CON-0007/organisation:ORG-0003
csu_00111,con_00089,sup_0180,contractor,,,src_ted_opendata,file_ted_0041,contract:CON-0001/organisation:ORG-0002
csu_00112,con_00089,sup_0181,contractor,,,src_ted_opendata,file_ted_0041,contract:CON-0001/organisation:ORG-0003
csu_00113,con_00090,sup_0182,contractor,,,src_ted_opendata,file_ted_0042,contract:CON-0001/organisation:ORG-0003
csu_00114,con_00091,sup_0183,contractor,,,src_ted_opendata,file_ted_0042,contract:CON-0004/organisation:ORG-0004
csu_00115,con_00092,sup_0183,contractor,,,src_ted_opendata,file_ted_0042,contract:CON-0003/organisation:ORG-0004
csu_00116,con_00093,sup_0183,contractor,,,src_ted_opendata,file_ted_0042,contract:CON-0002/organisation:ORG-0004
csu_00117,con_00094,sup_0184,contractor,,,src_ted_opendata,file_ted_0043,contract:CON-0015/organisation:ORG-9000
csu_00118,con_00095,sup_0184,contractor,,,src_ted_opendata,file_ted_0043,contract:CON-0016/organisation:ORG-9000
csu_00119,con_00096,sup_0185,contractor,,,src_ted_opendata,file_ted_0043,contract:CON-0017/organisation:ORG-9005
csu_00120,con_00097,sup_0186,contractor,,,src_ted_opendata,file_ted_0043,contract:CON-0018/organisation:ORG-9001
csu_00121,con_00098,sup_0186,contractor,,,src_ted_opendata,file_ted_0043,contract:CON-0019/organisation:ORG-9001
csu_00122,con_00099,sup_0184,contractor,,,src_ted_opendata,file_ted_0043,contract:CON-0020/organisation:ORG-9000
csu_00123,con_00100,sup_0186,contractor,,,src_ted_opendata,file_ted_0043,contract:CON-0021/organisation:ORG-9001
csu_00124,con_00101,sup_0187,contractor,,,src_ted_opendata,file_ted_0043,contract:CON-0022/organisation:ORG-9004
csu_00125,con_00102,sup_0184,contractor,,,src_ted_opendata,file_ted_0043,contract:CON-0023/organisation:ORG-9000
csu_00126,con_00103,sup_0186,contractor,,,src_ted_opendata,file_ted_0043,contract:CON-0024/organisation:ORG-9001
csu_00127,con_00104,sup_0186,contractor,,,src_ted_opendata,file_ted_0043,contract:CON-0001/organisation:ORG-9001
csu_00128,con_00105,sup_0184,contractor,,,src_ted_opendata,file_ted_0043,contract:CON-0002/organisation:ORG-9000
csu_00129,con_00105,sup_0188,contractor,,,src_ted_opendata,file_ted_0043,contract:CON-0002/organisation:ORG-9003
csu_00130,con_00105,sup_0186,contractor,,,src_ted_opendata,file_ted_0043,contract:CON-0002/organisation:ORG-9001
csu_00131,con_00106,sup_0188,contractor,,,src_ted_opendata,file_ted_0043,contract:CON-0007/organisation:ORG-9003
csu_00132,con_00106,sup_0185,contractor,,,src_ted_opendata,file_ted_0043,contract:CON-0007/organisation:ORG-9005
csu_00133,con_00107,sup_0186,contractor,,,src_ted_opendata,file_ted_0043,contract:CON-0008/organisation:ORG-9001
csu_00134,con_00108,sup_0184,contractor,,,src_ted_opendata,file_ted_0043,contract:CON-0009/organisation:ORG-9000
csu_00135,con_00108,sup_0186,contractor,,,src_ted_opendata,file_ted_0043,contract:CON-0009/organisation:ORG-9001
csu_00136,con_00109,sup_0186,contractor,,,src_ted_opendata,file_ted_0043,contract:CON-0003/organisation:ORG-9001
csu_00137,con_00110,sup_0188,contractor,,,src_ted_opendata,file_ted_0043,contract:CON-0010/organisation:ORG-9003
csu_00138,con_00110,sup_0186,contractor,,,src_ted_opendata,file_ted_0043,contract:CON-0010/organisation:ORG-9001
csu_00139,con_00111,sup_0184,contractor,,,src_ted_opendata,file_ted_0043,contract:CON-0004/organisation:ORG-9000
csu_00140,con_00111,sup_0186,contractor,,,src_ted_opendata,file_ted_0043,contract:CON-0004/organisation:ORG-9001
csu_00141,con_00112,sup_0187,contractor,,,src_ted_opendata,file_ted_0043,contract:CON-0011/organisation:ORG-9004
csu_00142,con_00113,sup_0184,contractor,,,src_ted_opendata,file_ted_0043,contract:CON-0005/organisation:ORG-9000
csu_00143,con_00114,sup_0184,contractor,,,src_ted_opendata,file_ted_0043,contract:CON-0012/organisation:ORG-9000
csu_00144,con_00115,sup_0184,contractor,,,src_ted_opendata,file_ted_0043,contract:CON-0013/organisation:ORG-9000
csu_00145,con_00116,sup_0184,contractor,,,src_ted_opendata,file_ted_0043,contract:CON-0014/organisation:ORG-9000
csu_00146,con_00116,sup_0186,contractor,,,src_ted_opendata,file_ted_0043,contract:CON-0014/organisation:ORG-9001
csu_00147,con_00116,sup_0189,contractor,,,src_ted_opendata,file_ted_0043,contract:CON-0014/organisation:ORG-9002
csu_00148,con_00117,sup_0184,contractor,,,src_ted_opendata,file_ted_0043,contract:CON-0006/organisation:ORG-9000
csu_00149,con_00117,sup_0188,contractor,,,src_ted_opendata,file_ted_0043,contract:CON-0006/organisation:ORG-9003
csu_00150,con_00117,sup_0186,contractor,,,src_ted_opendata,file_ted_0043,contract:CON-0006/organisation:ORG-9001
csu_00151,con_00118,sup_0186,contractor,,,src_ted_opendata,file_ted_0043,contract:CON-0025/organisation:ORG-9001
csu_00152,con_00119,sup_0184,contractor,,,src_ted_opendata,file_ted_0043,contract:CON-0026/organisation:ORG-9000
csu_00153,con_00120,sup_0188,contractor,,,src_ted_opendata,file_ted_0043,contract:CON-0027/organisation:ORG-9003
csu_00154,con_00121,sup_0184,contractor,,,src_ted_opendata,file_ted_0043,contract:CON-0028/organisation:ORG-9000
csu_00155,con_00122,sup_0186,contractor,,,src_ted_opendata,file_ted_0043,contract:CON-0029/organisation:ORG-9001
csu_00156,con_00123,sup_0186,contractor,,,src_ted_opendata,file_ted_0043,contract:CON-0030/organisation:ORG-9001
csu_00157,con_00124,sup_0190,contractor,,,src_ted_opendata,file_ted_0044,contract:CON-0001/organisation:ORG-0004
csu_00158,con_00125,sup_0191,contractor,,,src_ted_opendata,file_ted_0045,contract:CON-0001/organisation:ORG-0002
csu_00159,con_00126,sup_0192,contractor,,,src_ted_opendata,file_ted_0046,contract:CON-0001/organisation:ORG-0006
csu_00160,con_00127,sup_0193,contractor,,,src_ted_opendata,file_ted_0047,contract:CON-0001/organisation:ORG-0004
csu_00161,con_00128,sup_0194,contractor,,,src_ted_opendata,file_ted_0047,contract:CON-0002/organisation:ORG-0005
csu_00162,con_00129,sup_0193,contractor,,,src_ted_opendata,file_ted_0047,contract:CON-0003/organisation:ORG-0004
csu_00163,con_00130,sup_0195,contractor,,,src_ted_opendata,file_ted_0048,contract:CON-0001/organisation:ORG-0004
csu_00164,con_00131,sup_0196,contractor,,,src_ted_opendata,file_ted_0051,contract:CON-0001/organisation:ORG-0004
csu_00165,con_00132,sup_0197,contractor,,,src_ted_opendata,file_ted_0052,contract:CON-0001/organisation:ORG-0005
csu_00166,con_00133,sup_0198,contractor,,,src_ted_opendata,file_ted_0052,contract:CON-0002/organisation:ORG-0006
csu_00167,con_00134,sup_0199,contractor,,,src_ted_opendata,file_ted_0053,contract:CON-0001/organisation:ORG-1001
csu_00168,con_00135,sup_0200,contractor,,,src_ted_opendata,file_ted_0054,contract:CON-0001/organisation:ORG-0006
csu_00169,con_00136,sup_0193,contractor,,,src_ted_opendata,file_ted_0055,contract:CON-0001/organisation:ORG-0003
csu_00170,con_00137,sup_0201,contractor,,,src_ted_opendata,file_ted_0056,contract:CON-0001/organisation:ORG-0003
csu_00171,con_00138,sup_0202,contractor,,,src_ted_opendata,file_ted_0057,contract:CON-0001/organisation:ORG-0005
csu_00172,con_00139,sup_0202,contractor,,,src_ted_opendata,file_ted_0057,contract:CON-0002/organisation:ORG-0005
csu_00173,con_00140,sup_0203,contractor,,,src_ted_opendata,file_ted_0057,contract:CON-0003/organisation:ORG-0006
csu_00174,con_00141,sup_0204,contractor,,,src_ted_opendata,file_ted_0058,contract:CON-0001/organisation:ORG-0005
csu_00175,con_00142,sup_0205,contractor,,,src_ted_opendata,file_ted_0059,contract:CON-0001/organisation:ORG-0002
csu_00176,con_00143,sup_0206,contractor,,,src_ted_opendata,file_ted_0060,contract:CON-0001/organisation:ORG-0003
csu_00177,con_00144,sup_0207,contractor,,,src_ted_opendata,file_ted_0061,contract:CON-0001/organisation:ORG-0005
csu_00178,con_00145,sup_0209,contractor,,,src_ted_opendata,file_ted_0062,contract:CON-0016/organisation:ORG-0005
csu_00179,con_00146,sup_0208,contractor,,,src_ted_opendata,file_ted_0062,contract:CON-0015/organisation:ORG-0004
csu_00180,con_00147,sup_0210,contractor,,,src_ted_opendata,file_ted_0064,contract:CON-0001/organisation:ORG-0003
csu_00181,con_00148,sup_0211,contractor,,,src_ted_opendata,file_ted_0065,contract:CON-0001/organisation:ORG-0002
csu_00182,con_00149,sup_0212,contractor,,,src_ted_opendata,file_ted_0066,contract:CON-0001/organisation:ORG-0006
csu_00183,con_00150,sup_0213,contractor,,,src_ted_opendata,file_ted_0067,contract:CON-0001/organisation:ORG-0003
csu_00184,con_00151,sup_0214,contractor,,,src_ted_opendata,file_ted_0068,contract:CON-0001/organisation:ORG-0003
csu_00185,con_00152,sup_0215,contractor,,,src_ted_opendata,file_ted_0069,contract:CON-0001/organisation:ORG-0004
csu_00186,con_00153,sup_0216,contractor,,,src_ted_opendata,file_ted_0070,contract:CON-0001/organisation:ORG-0003
csu_00187,con_00154,sup_0217,contractor,,,src_ted_opendata,file_ted_0071,contract:CON-0001/organisation:ORG-0003
csu_00188,con_00155,sup_0218,contractor,,,src_ted_opendata,file_ted_0072,contract:CON-0001/organisation:ORG-0005
csu_00189,con_00156,sup_0219,contractor,,,src_ted_opendata,file_ted_0072,contract:CON-0002/organisation:ORG-0004
csu_00190,con_00157,sup_0218,contractor,,,src_ted_opendata,file_ted_0072,contract:CON-0003/organisation:ORG-0005
csu_00191,con_00158,sup_0219,contractor,,,src_ted_opendata,file_ted_0072,contract:CON-0004/organisation:ORG-0004
csu_00192,con_00159,sup_0218,contractor,,,src_ted_opendata,file_ted_0072,contract:CON-0005/organisation:ORG-0005
csu_00193,con_00160,sup_0220,contractor,,,src_ted_opendata,file_ted_0073,contract:CON-0001/organisation:ORG-0005
csu_00194,con_00161,sup_0221,contractor,,,src_ted_opendata,file_ted_0074,contract:CON-0001/organisation:ORG-0004
csu_00195,con_00162,sup_0222,contractor,,,src_ted_opendata,file_ted_0074,contract:CON-0002/organisation:ORG-0005
csu_00196,con_00163,sup_0223,contractor,,,src_ted_opendata,file_ted_0074,contract:CON-0003/organisation:ORG-0006
csu_00197,con_00164,sup_0224,contractor,,,src_ted_opendata,file_ted_0074,contract:CON-0004/organisation:ORG-0007
csu_00198,con_00165,sup_0225,contractor,,,src_ted_opendata,file_ted_0076,contract:CON-0001/organisation:ORG-0003
csu_00199,con_00166,sup_0122,contractor,,,src_ted_opendata,file_ted_0077,contract:CON-0001/organisation:ORG-0003
csu_00200,con_00167,sup_0122,contractor,,,src_ted_opendata,file_ted_0077,contract:CON-0002/organisation:ORG-0003
csu_00201,con_00168,sup_0122,contractor,,,src_ted_opendata,file_ted_0077,contract:CON-0003/organisation:ORG-0003
csu_00202,con_00169,sup_0122,contractor,,,src_ted_opendata,file_ted_0077,contract:CON-0004/organisation:ORG-0003
csu_00203,con_00170,sup_0122,contractor,,,src_ted_opendata,file_ted_0077,contract:CON-0005/organisation:ORG-0003
csu_00204,con_00171,sup_0122,contractor,,,src_ted_opendata,file_ted_0077,contract:CON-0006/organisation:ORG-0003
csu_00205,con_00172,sup_0122,contractor,,,src_ted_opendata,file_ted_0077,contract:CON-0007/organisation:ORG-0003
csu_00206,con_00173,sup_0122,contractor,,,src_ted_opendata,file_ted_0077,contract:CON-0008/organisation:ORG-0003
csu_00207,con_00174,sup_0122,contractor,,,src_ted_opendata,file_ted_0077,contract:CON-0009/organisation:ORG-0003
csu_00208,con_00175,sup_0122,contractor,,,src_ted_opendata,file_ted_0077,contract:CON-0010/organisation:ORG-0003
csu_00209,con_00176,sup_0122,contractor,,,src_ted_opendata,file_ted_0077,contract:CON-0011/organisation:ORG-0003
csu_00210,con_00177,sup_0122,contractor,,,src_ted_opendata,file_ted_0077,contract:CON-0012/organisation:ORG-0003
csu_00211,con_00178,sup_0122,contractor,,,src_ted_opendata,file_ted_0077,contract:CON-0013/organisation:ORG-0003
csu_00212,con_00179,sup_0226,contractor,,,src_ted_opendata,file_ted_0078,contract:CON-0001/organisation:ORG-0003
csu_00213,con_00180,sup_0227,contractor,,,src_ted_opendata,file_ted_0078,contract:CON-0002/organisation:ORG-0004
csu_00214,con_00181,sup_0228,contractor,,,src_ted_opendata,file_ted_0079,contract:CON-0001/organisation:ORG-0004
csu_00215,con_00182,sup_0229,contractor,,,src_ted_opendata,file_ted_0080,contract:CON-0000/organisation:ORG-0002
csu_00216,con_00184,sup_0230,contractor,,,src_ted_opendata,file_ted_0082,contract:CON-0001/organisation:ORG-0003
csu_00217,con_00184,sup_0231,contractor,,,src_ted_opendata,file_ted_0082,contract:CON-0001/organisation:ORG-0006
csu_00218,con_00185,sup_0230,contractor,,,src_ted_opendata,file_ted_0082,contract:CON-0003/organisation:ORG-0003
csu_00219,con_00185,sup_0231,contractor,,,src_ted_opendata,file_ted_0082,contract:CON-0003/organisation:ORG-0006
csu_00220,con_00186,sup_0232,contractor,,,src_ted_opendata,file_ted_0083,contract:CON-0001/organisation:ORG-0004
csu_00221,con_00187,sup_0233,contractor,,,src_ted_opendata,file_ted_0084,contract:CON-0001/organisation:ORG-0004
csu_00222,con_00188,sup_0234,contractor,,,src_ted_opendata,file_ted_0085,contract:CON-0001/organisation:ORG-0003
csu_00223,con_00188,sup_0235,contractor,,,src_ted_opendata,file_ted_0085,contract:CON-0001/organisation:ORG-0004
csu_00224,con_00189,sup_0236,contractor,,,src_ted_opendata,file_ted_0086,contract:CON-0001/organisation:ORG-0003
csu_00225,con_00190,sup_0237,contractor,,,src_ted_opendata,file_ted_0087,contract:CON-0001/organisation:ORG-0003
csu_00226,con_00191,sup_0238,contractor,,,src_ted_opendata,file_ted_0089,contract:CON-0001/organisation:ORG-0003
csu_00227,con_00192,sup_0239,contractor,,,src_ted_opendata,file_ted_0090,contract:CON-0000/organisation:ORG-0002
csu_00228,con_00193,sup_0240,contractor,,,src_ted_opendata,file_ted_0091,contract:CON-0001/organisation:ORG-0003
csu_00229,con_00194,sup_0241,contractor,,,src_ted_opendata,file_ted_0092,contract:CON-0001/organisation:ORG-0006
csu_00230,con_00195,sup_0242,contractor,,,src_ted_opendata,file_ted_0093,contract:CON-0001/organisation:ORG-0005
csu_00231,con_00196,sup_0243,contractor,,,src_ted_opendata,file_ted_0094,contract:CON-0300/organisation:ORG-0010
