buyer_id,source_buyer_id,buyer_name,normalized_name,buyer_type,country_code,country_name,source_id,source_file_id,source_record_id,collected_at
buy_0031,00610470,Fakultná nemocnica Trenčín,fakultná nemocnica trenčín,body-pl-cga,SVK,,src_ted_opendata,file_ted_0033,organisation:ORG-0002,2026-08-19
buy_0032,58886,CA du Puy en Velay,ca du puy en velay,body-pl,FRA,,src_ted_opendata,file_ted_0036,organisation:ORG-0002,2026-08-19
buy_0033,80011990639,Giunta Regionale della Campania - Ufficio Speciale Centrale Acquisti,giunta regionale della campania - ufficio speciale centrale acquisti,la,ITA,,src_ted_opendata,file_ted_0037,organisation:ORG-0001,2026-08-19
buy_0034,000261517,ОБЩИНА КЮСТЕНДИЛ,община кюстендил,la,BGR,,src_ted_opendata,file_ted_0039,organisation:ORG-0001,2026-08-19
buy_0035,5832104511,Areszt Śledczy w Gdańsku,areszt śledczy w gdańsku,grp-p-aut,POL,,src_ted_opendata,file_ted_0040,organisation:ORG-0001,2026-08-19
buy_0036,30000420000120,Alcaldía del Ayuntamiento de Gijón,alcaldía del ayuntamiento de gijón,la,ESP,,src_ted_opendata,file_ted_0041,organisation:ORG-0001,2026-08-19
buy_0037,21920048200012,Ville de Meudon,ville de meudon,la,FRA,,src_ted_opendata,file_ted_0042,organisation:ORG-0001,2026-08-19
buy_0038,4322742,"Universitatea de Medicina, Farmacie, Stiinte si Tehnologie "" George Emil Palade"" din Targu Mures","universitatea de medicina, farmacie, stiinte si tehnologie "" george emil palade"" din targu mures",la,ROU,,src_ted_opendata,file_ted_0043,organisation:ORG-0004,2026-08-19
buy_0039,000293976,Wojewódzki Szpital Specjalistyczny w Olsztynie,wojewódzki szpital specjalistyczny w olsztynie,body-pl,POL,,src_ted_opendata,file_ted_0044,organisation:ORG-0001,2026-08-19
buy_0040,30458850083225,Junta de Gobierno del Ayuntamiento de Oviedo,junta de gobierno del ayuntamiento de oviedo,la,ESP,,src_ted_opendata,file_ted_0045,organisation:ORG-0001,2026-08-19
buy_0041,NIP 7250028902,Miasto Łódź-Urząd Miasta Łodzi,miasto łódź-urząd miasta łodzi,la,POL,,src_ted_opendata,file_ted_0047,organisation:ORG-0001,2026-08-19
buy_0042,06369340150,FEDERAZIONE ITALIANA SURFING SCI NAUTICO E WAKEBOARD,federazione italiana surfing sci nautico e wakeboard,spec-rights-entity,ITA,,src_ted_opendata,file_ted_0048,organisation:ORG-0002,2026-08-19
buy_0043,26000202,Oblastní nemocnice Náchod a.s.,oblastní nemocnice náchod a.s.,body-pl-cga,CZE,,src_ted_opendata,file_ted_0049,organisation:ORG-0003,2026-08-19
buy_0044,992-80102-38,Landwirtschaftliche Rentenbank,landwirtschaftliche rentenbank,pub-undert-cga,DEU,,src_ted_opendata,file_ted_0051,organisation:ORG-0001,2026-08-19
buy_0045,15490658242,Fővárosi Állat - és Növénykert,fővárosi állat - és növénykert,body-pl-la,HUN,,src_ted_opendata,file_ted_0052,organisation:ORG-0001,2026-08-19
buy_0046,FN 90857p,Vereinigte Bühnen Wien GmbH,vereinigte bühnen wien gmbh,ra,AUT,,src_ted_opendata,file_ted_0053,organisation:ORG-0001,2026-08-19
buy_0047,931934847,Gmina Miasto Oława,gmina miasto oława,la,POL,,src_ted_opendata,file_ted_0054,organisation:ORG-0005,2026-08-19
buy_0048,PL7282562272,Gmina Nowosolna,gmina nowosolna,la,POL,,src_ted_opendata,file_ted_0055,organisation:ORG-0001,2026-08-19
buy_0049,503933813,"Infraestruturas de Portugal, S. A.","infraestruturas de portugal, s. a.",body-pl,PRT,,src_ted_opendata,file_ted_0056,organisation:ORG-0001,2026-08-19
buy_0050,0801.643.533,ASBL CHU HELORA,asbl chu helora,body-pl,BEL,,src_ted_opendata,file_ted_0057,organisation:ORG-0001,2026-08-19
buy_0051,930090240,4. Wojskowy Szpital Kliniczny z Polikliniką Samodzielny Publiczny Zakład Opieki Zdrowotnej we Wrocławiu,4. wojskowy szpital kliniczny z polikliniką samodzielny publiczny zakład opieki zdrowotnej we wrocławiu,body-pl,POL,,src_ted_opendata,file_ted_0058,organisation:ORG-0001,2026-08-19
buy_0052,20991960142956,Consejería de Hacienda y Administración Pública,consejería de hacienda y administración pública,ra,ESP,,src_ted_opendata,file_ted_0059,organisation:ORG-0001,2026-08-19
buy_0053,770979594,Gmina Tuchomie,gmina tuchomie,la,POL,,src_ted_opendata,file_ted_0060,organisation:ORG-0001,2026-08-19
buy_0054,15725675205,Encs Város Önkormányzata,encs város önkormányzata,ra,HUN,,src_ted_opendata,file_ted_0061,organisation:ORG-0001,2026-08-19
buy_0055,90006399,sihtasutus Põhja-Eesti Regionaalhaigla,sihtasutus põhja-eesti regionaalhaigla,body-pl,EST,,src_ted_opendata,file_ted_0062,organisation:ORG-0001,2026-08-19
buy_0056,34200781200023,Sèvre Loire Habitat,sèvre loire habitat,body-pl,FRA,,src_ted_opendata,file_ted_0064,organisation:ORG-0001,2026-08-19
buy_0057,508820111,Escola Superior Náutica Infante D. Henrique,escola superior náutica infante d. henrique,body-pl,PRT,,src_ted_opendata,file_ted_0065,organisation:ORG-0001,2026-08-19
buy_0058,9542269625,Górnośląskie Centrum Medyczne im. prof. Leszka Gieca Śląskiego Uniwersytetu Medycznego w Katowicach,górnośląskie centrum medyczne im. prof. leszka gieca śląskiego uniwersytetu medycznego w katowicach,grp-p-aut,POL,,src_ted_opendata,file_ted_0066,organisation:ORG-0001,2026-08-19
buy_0059,5250005662,Miejskie Przedsiębiorstwo Wodociągów i Kanalizacji w m. st. Warszawie S.A.,miejskie przedsiębiorstwo wodociągów i kanalizacji w m. st. warszawie s.a.,,POL,,src_ted_opendata,file_ted_0067,organisation:ORG-0001,2026-08-19
buy_0060,5423224755,25. Wojskowy Oddział Gospodarczy w Białymstoku.,25. wojskowy oddział gospodarczy w białymstoku.,body-pl,POL,,src_ted_opendata,file_ted_0068,organisation:ORG-0001,2026-08-19
buy_0061,cb599fd3-cfa2-4a66-9366-694e03201150,"Zweckverband Wasserversorgung Kurpfalz, vertreten durch Gt-service Dienstleistungsgesellschaft mbH","zweckverband wasserversorgung kurpfalz, vertreten durch gt-service dienstleistungsgesellschaft mbh",body-pl-la,DEU,,src_ted_opendata,file_ted_0069,organisation:ORG-0001,2026-08-19
buy_0062,1033.E00922.0001,ΗΛΕΚΤΡΟΝΙΚΟΣ ΕΘΝΙΚΟΣ ΦΟΡΕΑΣ ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ -e-ΕΦΚΑ,ηλεκτρονικοσ εθνικοσ φορεασ κοινωνικησ ασφαλισησ -e-εφκα,body-pl,GRC,,src_ted_opendata,file_ted_0070,organisation:ORG-0001,2026-08-19
buy_0063,69204158500583,Réunion des Musées Nationaux Gd Palais,réunion des musées nationaux gd palais,body-pl,FRA,,src_ted_opendata,file_ted_0071,organisation:ORG-0001,2026-08-19
buy_0064,91109303119,Javna ustanova Nacionalni park Plitvička jezera,javna ustanova nacionalni park plitvička jezera,body-pl,HRV,,src_ted_opendata,file_ted_0072,organisation:ORG-0001,2026-08-19
buy_0065,0500906812,Hulpverleningszone Noord-Limburg,hulpverleningszone noord-limburg,ra,BEL,,src_ted_opendata,file_ted_0073,organisation:ORG-0001,2026-08-19
buy_0066,18591150001012,CROUS de Lille,crous de lille,body-pl,FRA,,src_ted_opendata,file_ted_0074,organisation:ORG-0001,2026-08-19
buy_0067,80240283,Tartumaa Arendusselts,tartumaa arendusselts,org-sub,EST,,src_ted_opendata,file_ted_0075,organisation:ORG-0001,2026-08-19
buy_0068,8131106223,"Skarb Państwa Generalny Dyrektor Dróg Krajowych i Autostrad ul. Wronia 53, 00-874 Warszawa, Prowadzący postępowanie: Generalna Dyrekcja Dróg Krajowych i Autostrad Oddział w Rzeszowie","skarb państwa generalny dyrektor dróg krajowych i autostrad ul. wronia 53, 00-874 warszawa, prowadzący postępowanie: generalna dyrekcja dróg krajowych i autostrad oddział w rzeszowie",cga,POL,,src_ted_opendata,file_ted_0076,organisation:ORG-0001,2026-08-19
buy_0069,954-22-69-625,Górnośląskie Centrum Medyczne im. prof. Leszka Gieca Śląskiego Uniwersytetu Medycznego w Katowicach,górnośląskie centrum medyczne im. prof. leszka gieca śląskiego uniwersytetu medycznego w katowicach,body-pl,POL,,src_ted_opendata,file_ted_0077,organisation:ORG-0001,2026-08-19
buy_0070,25330347300057,SDEEG,sdeeg,body-pl,FRA,,src_ted_opendata,file_ted_0078,organisation:ORG-0001,2026-08-19
buy_0071,77000223,Lüganuse Vallavalitsus,lüganuse vallavalitsus,la,EST,,src_ted_opendata,file_ted_0079,organisation:ORG-0001,2026-08-19
buy_0072,991-05636-24,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz","bundesministerium für umwelt, naturschutz, nukleare sicherheit und verbraucherschutz",cga,DEU,,src_ted_opendata,file_ted_0080,organisation:ORG-0000,2026-08-19
buy_0073,188607684,Lietuvos bankas,lietuvos bankas,cga,LTU,,src_ted_opendata,file_ted_0081,organisation:ORG-0001,2026-08-19
buy_0074,13001651200019,MINARM/SGA/Sous-Direction de l'Agence Ministérielle de Gestion (SDPAMG),minarm/sga/sous-direction de l'agence ministérielle de gestion (sdpamg),cga,FRA,,src_ted_opendata,file_ted_0082,organisation:ORG-0001,2026-08-19
buy_0075,02202330235,CONSORZIO PER LA TUTELA DEI VINI VALPOLICELLA,consorzio per la tutela dei vini valpolicella,org-sub,ITA,,src_ted_opendata,file_ted_0083,organisation:ORG-0001,2026-08-19
buy_0076,0723631678_3476,SAMUSOCIAL ASBL,samusocial asbl,body-pl-ra,BEL,,src_ted_opendata,file_ted_0084,organisation:ORG-0001,2026-08-19
buy_0077,21940042100018,Commune de Joinville-le-Pont,commune de joinville-le-pont,la,FRA,,src_ted_opendata,file_ted_0085,organisation:ORG-0001,2026-08-19
buy_0078,175405647,"""БДЖ-ПЪТНИЧЕСКИ ПРЕВОЗИ"" съкратено ""БДЖ - ПП"" ЕООД","""бдж-пътнически превози"" съкратено ""бдж - пп"" еоод",pub-undert,BGR,,src_ted_opendata,file_ted_0087,organisation:ORG-0001,2026-08-19
buy_0079,73552003300029,NOV'HABITAT,nov'habitat,org-sub,FRA,,src_ted_opendata,file_ted_0088,organisation:ORG-0001,2026-08-19
buy_0080,831385737,МЕДИЦИНСКИ УНИВЕРСИТЕТ,медицински университет,body-pl,BGR,,src_ted_opendata,file_ted_0089,organisation:ORG-0001,2026-08-19
buy_0081,991-80032-33,Bundesanstalt für Immobilienaufgaben,bundesanstalt für immobilienaufgaben,body-pl-cga,DEU,,src_ted_opendata,file_ted_0090,organisation:ORG-0000,2026-08-19
buy_0082,8421643030,Powiat Bytowski,powiat bytowski,la,POL,,src_ted_opendata,file_ted_0091,organisation:ORG-0001,2026-08-19
buy_0083,000001258,Uniwersytet Warszawski,uniwersytet warszawski,body-pl,POL,,src_ted_opendata,file_ted_0092,organisation:ORG-0002,2026-08-19
buy_0084,65042,Rennes Métropole,rennes métropole,body-pl,FRA,,src_ted_opendata,file_ted_0093,organisation:ORG-0002,2026-08-19
buy_0085,674c1c23-6f18-4c94-b182-56ff9a458846,Verlingue AG,verlingue ag,body-pl-la,CHE,,src_ted_opendata,file_ted_0094,organisation:ORG-0001,2026-08-19
buy_0086,AJSEROS,Ayuntamiento de Seròs,ayuntamiento de seròs,la,ESP,,src_ted_opendata,file_ted_0095,organisation:ORG-0001,2026-08-19
buy_0087,6511706371,Gmina Miejska Żory,gmina miejska żory,la,POL,,src_ted_opendata,file_ted_0096,organisation:ORG-0001,2026-08-19
buy_0088,31936415,Ústredná vojenská nemocnica SNP Ružomberok - FN,ústredná vojenská nemocnica snp ružomberok - fn,body-pl-cga,SVK,,src_ted_opendata,file_ted_0099,organisation:ORG-0002,2026-08-19
buy_0089,503606251,Instituto Politécnico do Porto,instituto politécnico do porto,body-pl,PRT,,src_ted_opendata,file_ted_0100,organisation:ORG-0001,2026-08-19
buy_0090,0512766-8,Kouvolan Asunnot Oy,kouvolan asunnot oy,body-pl,FIN,,src_ted_opendata,file_ted_0101,organisation:ORG-0001,2026-08-19
buy_0091,HRB 114912,AMEOS Klinikum Aschersleben-Staßfurth GmbH,ameos klinikum aschersleben-stassfurth gmbh,org-sub,DEU,,src_ted_opendata,file_ted_0102,organisation:ORG-0007,2026-08-19
buy_0092,HRB 110368,AMEOS Klinikum Alfeld GmbH,ameos klinikum alfeld gmbh,org-sub,DEU,,src_ted_opendata,file_ted_0102,organisation:ORG-0008,2026-08-19
buy_0093,HRB 115326,AMEOS Klinikum Schönebeck GmbH,ameos klinikum schönebeck gmbh,org-sub,DEU,,src_ted_opendata,file_ted_0102,organisation:ORG-0009,2026-08-19
buy_0094,HRB 5045,AMEOS Klinikum Bremerhaven GmbH,ameos klinikum bremerhaven gmbh,org-sub,DEU,,src_ted_opendata,file_ted_0102,organisation:ORG-0003,2026-08-19
buy_0095,HRB 5937,AMEOS Krankenhausgesellschaft Vorpommern mbH,ameos krankenhausgesellschaft vorpommern mbh,org-sub,DEU,,src_ted_opendata,file_ted_0102,organisation:ORG-0004,2026-08-19
buy_0096,HRB 573 EU,AMEOS Krankenhausgesellschaft Ostholstein mbH,ameos krankenhausgesellschaft ostholstein mbh,org-sub,DEU,,src_ted_opendata,file_ted_0102,organisation:ORG-0005,2026-08-19
buy_0097,HRB 11159,AMEOS Krankenhausgesellschaft Neuburg mbH,ameos krankenhausgesellschaft neuburg mbh,org-sub,DEU,,src_ted_opendata,file_ted_0102,organisation:ORG-0006,2026-08-19
buy_0098,HRB 113701,AMEOS Klinikum Halberstadt GmbH,ameos klinikum halberstadt gmbh,org-sub,DEU,,src_ted_opendata,file_ted_0102,organisation:ORG-0010,2026-08-19
buy_0099,HRB 114397,AMEOS Klinikum Haldensleben GmbH,ameos klinikum haldensleben gmbh,org-sub,DEU,,src_ted_opendata,file_ted_0102,organisation:ORG-0011,2026-08-19
buy_0100,HRB 4457,AMEOS Klinikum Bernburg GmbH,ameos klinikum bernburg gmbh,org-sub,DEU,,src_ted_opendata,file_ted_0102,organisation:ORG-0012,2026-08-19
buy_0101,56102,Groupement Hospitalier de Territoire 79 - CH NIORT,groupement hospitalier de territoire 79 - ch niort,body-pl,FRA,,src_ted_opendata,file_ted_0104,organisation:ORG-0002,2026-08-19
buy_0102,22192720500197,Conseil Départemental de la Corrèze,conseil départemental de la corrèze,la,FRA,,src_ted_opendata,file_ted_0105,organisation:ORG-0001,2026-08-19
buy_0103,60162694,Ministerstvo obrany,ministerstvo obrany,cga,CZE,,src_ted_opendata,file_ted_0106,organisation:ORG-0001,2026-08-19
buy_0104,REGON 180690373,34. Wojskowy Oddział Gospodarczy,34. wojskowy oddział gospodarczy,body-pl,POL,,src_ted_opendata,file_ted_0107,organisation:ORG-0001,2026-08-19
buy_0105,72210,SICTOM MARSAN,sictom marsan,body-pl,FRA,,src_ted_opendata,file_ted_0108,organisation:ORG-0002,2026-08-19
buy_0106,276255430,Urząd Miasta Rybnika,urząd miasta rybnika,la,POL,,src_ted_opendata,file_ted_0109,organisation:ORG-0002,2026-08-19
buy_0107,5382,Valence Romans Agglo,valence romans agglo,la,FRA,,src_ted_opendata,file_ted_0111,organisation:ORG-0002,2026-08-19
buy_0108,15531230,DIRECTIA GENERALA DE ASISTENTA SOCIALA A MUNICIPIULUI BUCURESTI,directia generala de asistenta sociala a municipiului bucuresti,la,ROU,,src_ted_opendata,file_ted_0112,organisation:ORG-0004,2026-08-19
buy_0109,430040541,Uniwersytecki Szpital Dziecięcy w Lublinie,uniwersytecki szpital dziecięcy w lublinie,pub-undert,POL,,src_ted_opendata,file_ted_0114,organisation:ORG-0001,2026-08-19
buy_0110,5220002529,Uniwersyteckie Centrum Kliniczne Warszawskiego Uniwersytetu Medycznego,uniwersyteckie centrum kliniczne warszawskiego uniwersytetu medycznego,body-pl,POL,,src_ted_opendata,file_ted_0115,organisation:ORG-0001,2026-08-19
buy_0111,5562239217,Szpital Wielospecjalistyczny im. dr. L. Błażka w Inowrocławiu,szpital wielospecjalistyczny im. dr. l. błażka w inowrocławiu,pub-undert,POL,,src_ted_opendata,file_ted_0116,organisation:ORG-0003,2026-08-19
buy_0112,89819375646,Klinički bolnički centar Osijek,klinički bolnički centar osijek,body-pl-cga,HRV,,src_ted_opendata,file_ted_0119,organisation:ORG-0001,2026-08-19
buy_0113,1250931972,Szpital Matki Bożej Nieustającej Pomocy,szpital matki bożej nieustającej pomocy,body-pl,POL,,src_ted_opendata,file_ted_0120,organisation:ORG-0004,2026-08-19
buy_0114,7130005784,Lubelski Węgiel Bogdanka S.A.,lubelski węgiel bogdanka s.a.,,POL,,src_ted_opendata,file_ted_0121,organisation:ORG-0001,2026-08-19
buy_0115,000193115,ОБЩИНА ВРАЦА,община враца,la,BGR,,src_ted_opendata,file_ted_0122,organisation:ORG-0001,2026-08-19
buy_0116,53667506,SLOVAKIA TRAVEL,slovakia travel,body-pl-cga,SVK,,src_ted_opendata,file_ted_0123,organisation:ORG-0002,2026-08-19
buy_0117,471219736,Wojewódzki Specjalistyczny Szpital im. dr Wł. Biegańskiego w Łodzi,wojewódzki specjalistyczny szpital im. dr wł. biegańskiego w łodzi,body-pl,POL,,src_ted_opendata,file_ted_0124,organisation:ORG-0001,2026-08-19
buy_0118,19308674244,Semmelweis Egyetem,semmelweis egyetem,body-pl,HUN,,src_ted_opendata,file_ted_0125,organisation:ORG-0001,2026-08-19
buy_0119,21310395500018,VILLE DE MURET,ville de muret,la,FRA,,src_ted_opendata,file_ted_0126,organisation:ORG-0001,2026-08-19
buy_0120,20006985400012,Communauté d'Agglomération de Poitiers (86),communauté d'agglomération de poitiers (86),body-pl,FRA,,src_ted_opendata,file_ted_0127,organisation:ORG-0001,2026-08-19
buy_0121,56662,Vienne Condrieu Agglomération,vienne condrieu agglomération,la,FRA,,src_ted_opendata,file_ted_0128,organisation:ORG-0002,2026-08-19
buy_0122,1182025548,Gmina Stare Babice,gmina stare babice,la,POL,,src_ted_opendata,file_ted_0129,organisation:ORG-0001,2026-08-19
buy_0123,58839,COMMUNAUTE DE COMMUNES PAYS D'EVIAN VALLEE D'ABONDANCE,communaute de communes pays d'evian vallee d'abondance,la,FRA,,src_ted_opendata,file_ted_0130,organisation:ORG-0002,2026-08-19
buy_0124,6110003899,Miasto Jelenia Góra,miasto jelenia góra,la,POL,,src_ted_opendata,file_ted_0131,organisation:ORG-0001,2026-08-19
buy_0125,1100110011,Inkoopsamenwerking Noord Veluwe (ISNV),inkoopsamenwerking noord veluwe (isnv),cga,NLD,,src_ted_opendata,file_ted_0132,organisation:ORG-0001,2026-08-19
buy_0126,212000-0142,Revisionskontoret,revisionskontoret,ra,SWE,,src_ted_opendata,file_ted_0133,organisation:ORG-0001,2026-08-19
buy_0127,4305849,"UNIVERSITATEA ""BABES-BOLYAI""","universitatea ""babes-bolyai""",body-pl-cga,ROU,,src_ted_opendata,file_ted_0134,organisation:ORG-0004,2026-08-19
buy_0128,84838770814,Nacionalna i sveučilišna knjižnica u Zagrebu,nacionalna i sveučilišna knjižnica u zagrebu,body-pl,HRV,,src_ted_opendata,file_ted_0135,organisation:ORG-0001,2026-08-19
buy_0129,012199305,Rządowa Agencja Rezerw Strategicznych,rządowa agencja rezerw strategicznych,cga,POL,,src_ted_opendata,file_ted_0136,organisation:ORG-0001,2026-08-19
buy_0130,0876.249.005,Autonoom Gemeentebedrijf Asse,autonoom gemeentebedrijf asse,la,BEL,,src_ted_opendata,file_ted_0137,organisation:ORG-0001,2026-08-19
buy_0131,82688,Communauté de Communes St Pourçain Sioule Limagne,communauté de communes st pourçain sioule limagne,la,FRA,,src_ted_opendata,file_ted_0138,organisation:ORG-0002,2026-08-19
buy_0132,6891189975,Powiat Bieszczadzki,powiat bieszczadzki,la,POL,,src_ted_opendata,file_ted_0139,organisation:ORG-0001,2026-08-19
buy_0133,7743211034,Miasto i Gmina Bodzanów,miasto i gmina bodzanów,la,POL,,src_ted_opendata,file_ted_0140,organisation:ORG-0001,2026-08-19
buy_0134,24170045900043,COMMUNAUTE DE COMMUNES ILE DE RE,communaute de communes ile de re,body-pl,FRA,,src_ted_opendata,file_ted_0141,organisation:ORG-0001,2026-08-19
buy_0135,48274107100021,OPH Plaine Commune Habitat,oph plaine commune habitat,body-pl,FRA,,src_ted_opendata,file_ted_0144,organisation:ORG-0001,2026-08-19
buy_0136,41289292,MINISTERUL APĂRĂRII NAŢIONALE - UNITATEA MILITARĂ 01915 CRISTIAN,ministerul apărării naţionale - unitatea militară 01915 cristian,cga,ROU,,src_ted_opendata,file_ted_0145,organisation:ORG-0004,2026-08-19
buy_0137,18008901300635,Centre National de la Recherche Scientifique Délégation Ile de France Gif sur Yvette,centre national de la recherche scientifique délégation ile de france gif sur yvette,body-pl,FRA,,src_ted_opendata,file_ted_0147,organisation:ORG-0001,2026-08-19
buy_0138,970770706,Gmina Wolsztyn,gmina wolsztyn,la,POL,,src_ted_opendata,file_ted_0148,organisation:ORG-0001,2026-08-19
buy_0139,1231220334,Gmina Lesznowola,gmina lesznowola,la,POL,,src_ted_opendata,file_ted_0149,organisation:ORG-0001,2026-08-19
buy_0140,272780323,Samodzielny Publiczny Zakład Opieki Zdrowotnej Wojewódzki Szpital Specjalistyczny Nr 3 w Rybniku,samodzielny publiczny zakład opieki zdrowotnej wojewódzki szpital specjalistyczny nr 3 w rybniku,body-pl,POL,,src_ted_opendata,file_ted_0150,organisation:ORG-0001,2026-08-19
