contract_lot_id,contract_id,lot_id,source_id,source_file_id,source_record_id
clo_00029,con_00012,lot_00028,src_ted_opendata,file_ted_0009,contract:CON-0004/lot:LOT-0016
clo_00030,con_00013,lot_00031,src_ted_opendata,file_ted_0010,contract:CON-0001/lot:LOT-0001
clo_00031,con_00014,lot_00033,src_ted_opendata,file_ted_0012,contract:CON-0001/lot:LOT-0001
clo_00032,con_00015,lot_00034,src_ted_opendata,file_ted_0013,contract:CON-0001/lot:LOT-0003
clo_00033,con_00016,lot_00035,src_ted_opendata,file_ted_0013,contract:CON-0002/lot:LOT-0004
clo_00034,con_00017,lot_00036,src_ted_opendata,file_ted_0013,contract:CON-0003/lot:LOT-0010
clo_00035,con_00018,lot_00037,src_ted_opendata,file_ted_0013,contract:CON-0004/lot:LOT-0012
clo_00036,con_00019,lot_00038,src_ted_opendata,file_ted_0013,contract:CON-0005/lot:LOT-0014
clo_00037,con_00020,lot_00039,src_ted_opendata,file_ted_0013,contract:CON-0006/lot:LOT-0016
clo_00038,con_00021,lot_00040,src_ted_opendata,file_ted_0013,contract:CON-0007/lot:LOT-0018
clo_00039,con_00022,lot_00041,src_ted_opendata,file_ted_0013,contract:CON-0008/lot:LOT-0020
clo_00040,con_00023,lot_00042,src_ted_opendata,file_ted_0013,contract:CON-0009/lot:LOT-0021
clo_00041,con_00024,lot_00043,src_ted_opendata,file_ted_0013,contract:CON-0010/lot:LOT-0022
clo_00042,con_00025,lot_00044,src_ted_opendata,file_ted_0013,contract:CON-0011/lot:LOT-0024
clo_00043,con_00026,lot_00045,src_ted_opendata,file_ted_0013,contract:CON-0012/lot:LOT-0027
clo_00044,con_00027,lot_00046,src_ted_opendata,file_ted_0013,contract:CON-0013/lot:LOT-0030
clo_00045,con_00028,lot_00047,src_ted_opendata,file_ted_0013,contract:CON-0014/lot:LOT-0032
clo_00046,con_00029,lot_00048,src_ted_opendata,file_ted_0013,contract:CON-0015/lot:LOT-0043
clo_00047,con_00030,lot_00049,src_ted_opendata,file_ted_0013,contract:CON-0016/lot:LOT-0093
clo_00048,con_00031,lot_00050,src_ted_opendata,file_ted_0013,contract:CON-0017/lot:LOT-0094
clo_00049,con_00032,lot_00051,src_ted_opendata,file_ted_0013,contract:CON-0018/lot:LOT-0095
clo_00050,con_00033,lot_00052,src_ted_opendata,file_ted_0013,contract:CON-0019/lot:LOT-0096
clo_00051,con_00034,lot_00053,src_ted_opendata,file_ted_0013,contract:CON-0020/lot:LOT-0097
clo_00052,con_00035,lot_00054,src_ted_opendata,file_ted_0013,contract:CON-0021/lot:LOT-0098
clo_00053,con_00036,lot_00055,src_ted_opendata,file_ted_0013,contract:CON-0023/lot:LOT-0102
clo_00054,con_00037,lot_00056,src_ted_opendata,file_ted_0013,contract:CON-0024/lot:LOT-0103
clo_00055,con_00038,lot_00057,src_ted_opendata,file_ted_0013,contract:CON-0025/lot:LOT-0104
clo_00056,con_00039,lot_00058,src_ted_opendata,file_ted_0013,contract:CON-0026/lot:LOT-0105
clo_00057,con_00040,lot_00059,src_ted_opendata,file_ted_0013,contract:CON-0027/lot:LOT-0106
clo_00058,con_00041,lot_00060,src_ted_opendata,file_ted_0013,contract:CON-0028/lot:LOT-0109
clo_00059,con_00042,lot_00061,src_ted_opendata,file_ted_0014,contract:CON-0001/lot:LOT-0000
clo_00060,con_00043,lot_00062,src_ted_opendata,file_ted_0015,contract:CON-0001/lot:LOT-0032
clo_00061,con_00044,lot_00063,src_ted_opendata,file_ted_0015,contract:CON-0002/lot:LOT-0033
clo_00062,con_00045,lot_00064,src_ted_opendata,file_ted_0015,contract:CON-0003/lot:LOT-0034
clo_00063,con_00046,lot_00065,src_ted_opendata,file_ted_0015,contract:CON-0004/lot:LOT-0035
clo_00064,con_00047,lot_00066,src_ted_opendata,file_ted_0015,contract:CON-0005/lot:LOT-0036
clo_00065,con_00048,lot_00067,src_ted_opendata,file_ted_0015,contract:CON-0006/lot:LOT-0037
clo_00066,con_00049,lot_00068,src_ted_opendata,file_ted_0015,contract:CON-0007/lot:LOT-0038
clo_00067,con_00050,lot_00069,src_ted_opendata,file_ted_0015,contract:CON-0008/lot:LOT-0039
clo_00068,con_00051,lot_00070,src_ted_opendata,file_ted_0015,contract:CON-0009/lot:LOT-0040
clo_00069,con_00052,lot_00071,src_ted_opendata,file_ted_0015,contract:CON-0010/lot:LOT-0041
clo_00070,con_00053,lot_00072,src_ted_opendata,file_ted_0016,contract:CON-0001/lot:LOT-0001
clo_00071,con_00054,lot_00073,src_ted_opendata,file_ted_0017,contract:CON-0000/lot:LOT-0000
clo_00072,con_00055,lot_00074,src_ted_opendata,file_ted_0018,contract:CON-0001/lot:LOT-0001
clo_00073,con_00056,lot_00075,src_ted_opendata,file_ted_0019,contract:CON-0001/lot:LOT-0001
clo_00074,con_00057,lot_00076,src_ted_opendata,file_ted_0020,contract:CON-0001/lot:LOT-0001
clo_00075,con_00058,lot_00079,src_ted_opendata,file_ted_0023,contract:CON-0001/lot:LOT-0000
clo_00076,con_00059,lot_00084,src_ted_opendata,file_ted_0024,contract:CON-0001/lot:LOT-0005
clo_00077,con_00059,lot_00081,src_ted_opendata,file_ted_0024,contract:CON-0001/lot:LOT-0002
clo_00078,con_00059,lot_00086,src_ted_opendata,file_ted_0024,contract:CON-0001/lot:LOT-0007
clo_00079,con_00059,lot_00083,src_ted_opendata,file_ted_0024,contract:CON-0001/lot:LOT-0004
clo_00080,con_00060,lot_00082,src_ted_opendata,file_ted_0024,contract:CON-0002/lot:LOT-0003
clo_00081,con_00061,lot_00087,src_ted_opendata,file_ted_0024,contract:CON-0003/lot:LOT-0008
clo_00082,con_00062,lot_00085,src_ted_opendata,file_ted_0024,contract:CON-0004/lot:LOT-0006
clo_00083,con_00063,lot_00080,src_ted_opendata,file_ted_0024,contract:CON-0005/lot:LOT-0001
clo_00084,con_00064,lot_00089,src_ted_opendata,file_ted_0025,contract:CON-0001/lot:LOT-0001
clo_00085,con_00065,lot_00090,src_ted_opendata,file_ted_0026,contract:CON-0001/lot:LOT-0000
clo_00086,con_00066,lot_00092,src_ted_opendata,file_ted_0028,contract:CON-0001/lot:LOT-0001
clo_00087,con_00067,lot_00093,src_ted_opendata,file_ted_0029,contract:CON-0001/lot:LOT-0001
clo_00088,con_00068,lot_00094,src_ted_opendata,file_ted_0030,contract:CON-0001/lot:LOT-0001
clo_00089,con_00069,lot_00095,src_ted_opendata,file_ted_0031,contract:CON-0001/lot:LOT-0000
clo_00090,con_00070,lot_00096,src_ted_opendata,file_ted_0032,contract:CON-0001/lot:LOT-0000
clo_00091,con_00071,lot_00097,src_ted_opendata,file_ted_0033,contract:CON-0001/lot:LOT-0001
clo_00092,con_00072,lot_00097,src_ted_opendata,file_ted_0033,contract:CON-0002/lot:LOT-0001
clo_00093,con_00073,lot_00097,src_ted_opendata,file_ted_0033,contract:CON-0003/lot:LOT-0001
clo_00094,con_00074,lot_00098,src_ted_opendata,file_ted_0034,contract:CON-0000/lot:LOT-0001
clo_00095,con_00074,lot_00099,src_ted_opendata,file_ted_0034,contract:CON-0000/lot:LOT-0002
clo_00096,con_00074,lot_00100,src_ted_opendata,file_ted_0034,contract:CON-0000/lot:LOT-0003
clo_00097,con_00075,lot_00101,src_ted_opendata,file_ted_0035,contract:CON-0001/lot:LOT-0001
clo_00098,con_00076,lot_00102,src_ted_opendata,file_ted_0036,contract:CON-0001/lot:LOT-0001
clo_00099,con_00077,lot_00103,src_ted_opendata,file_ted_0036,contract:CON-0002/lot:LOT-0002
clo_00100,con_00078,lot_00104,src_ted_opendata,file_ted_0036,contract:CON-0003/lot:LOT-0003
clo_00101,con_00079,lot_00105,src_ted_opendata,file_ted_0037,contract:CON-0003/lot:LOT-0003
clo_00102,con_00080,lot_00107,src_ted_opendata,file_ted_0039,contract:CON-0001/lot:LOT-0001
clo_00103,con_00081,lot_00108,src_ted_opendata,file_ted_0039,contract:CON-0002/lot:LOT-0002
clo_00104,con_00082,lot_00109,src_ted_opendata,file_ted_0040,contract:CON-0001/lot:LOT-0001
clo_00105,con_00083,lot_00110,src_ted_opendata,file_ted_0040,contract:CON-0002/lot:LOT-0002
clo_00106,con_00084,lot_00111,src_ted_opendata,file_ted_0040,contract:CON-0003/lot:LOT-0003
clo_00107,con_00085,lot_00112,src_ted_opendata,file_ted_0040,contract:CON-0004/lot:LOT-0004
clo_00108,con_00086,lot_00113,src_ted_opendata,file_ted_0040,contract:CON-0005/lot:LOT-0005
clo_00109,con_00087,lot_00114,src_ted_opendata,file_ted_0040,contract:CON-0006/lot:LOT-0006
clo_00110,con_00088,lot_00115,src_ted_opendata,file_ted_0040,contract:CON-0007/lot:LOT-0007
clo_00111,con_00089,lot_00117,src_ted_opendata,file_ted_0041,contract:CON-0001/lot:LOT-0001
clo_00112,con_00089,lot_00118,src_ted_opendata,file_ted_0041,contract:CON-0001/lot:LOT-0002
clo_00113,con_00090,lot_00119,src_ted_opendata,file_ted_0042,contract:CON-0001/lot:LOT-0001
clo_00114,con_00091,lot_00122,src_ted_opendata,file_ted_0042,contract:CON-0004/lot:LOT-0004
clo_00115,con_00092,lot_00121,src_ted_opendata,file_ted_0042,contract:CON-0003/lot:LOT-0003
clo_00116,con_00093,lot_00120,src_ted_opendata,file_ted_0042,contract:CON-0002/lot:LOT-0002
clo_00117,con_00094,lot_00131,src_ted_opendata,file_ted_0043,contract:CON-0015/lot:LOT-0009
clo_00118,con_00095,lot_00138,src_ted_opendata,file_ted_0043,contract:CON-0016/lot:LOT-0016
clo_00119,con_00096,lot_00135,src_ted_opendata,file_ted_0043,contract:CON-0017/lot:LOT-0013
clo_00120,con_00097,lot_00127,src_ted_opendata,file_ted_0043,contract:CON-0018/lot:LOT-0005
clo_00121,con_00098,lot_00126,src_ted_opendata,file_ted_0043,contract:CON-0019/lot:LOT-0004
clo_00122,con_00099,lot_00123,src_ted_opendata,file_ted_0043,contract:CON-0020/lot:LOT-0001
clo_00123,con_00100,lot_00128,src_ted_opendata,file_ted_0043,contract:CON-0021/lot:LOT-0006
clo_00124,con_00101,lot_00134,src_ted_opendata,file_ted_0043,contract:CON-0022/lot:LOT-0012
clo_00125,con_00102,lot_00125,src_ted_opendata,file_ted_0043,contract:CON-0023/lot:LOT-0003
clo_00126,con_00103,lot_00136,src_ted_opendata,file_ted_0043,contract:CON-0024/lot:LOT-0014
clo_00127,con_00104,lot_00127,src_ted_opendata,file_ted_0043,contract:CON-0001/lot:LOT-0005
clo_00128,con_00105,lot_00126,src_ted_opendata,file_ted_0043,contract:CON-0002/lot:LOT-0004
clo_00129,con_00106,lot_00135,src_ted_opendata,file_ted_0043,contract:CON-0007/lot:LOT-0013
clo_00130,con_00107,lot_00136,src_ted_opendata,file_ted_0043,contract:CON-0008/lot:LOT-0014
clo_00131,con_00108,lot_00137,src_ted_opendata,file_ted_0043,contract:CON-0009/lot:LOT-0015
clo_00132,con_00109,lot_00129,src_ted_opendata,file_ted_0043,contract:CON-0003/lot:LOT-0007
clo_00133,con_00110,lot_00133,src_ted_opendata,file_ted_0043,contract:CON-0010/lot:LOT-0011
clo_00134,con_00111,lot_00128,src_ted_opendata,file_ted_0043,contract:CON-0004/lot:LOT-0006
clo_00135,con_00112,lot_00134,src_ted_opendata,file_ted_0043,contract:CON-0011/lot:LOT-0012
clo_00136,con_00113,lot_00123,src_ted_opendata,file_ted_0043,contract:CON-0005/lot:LOT-0001
clo_00137,con_00114,lot_00131,src_ted_opendata,file_ted_0043,contract:CON-0012/lot:LOT-0009
clo_00138,con_00115,lot_00132,src_ted_opendata,file_ted_0043,contract:CON-0013/lot:LOT-0010
clo_00139,con_00116,lot_00138,src_ted_opendata,file_ted_0043,contract:CON-0014/lot:LOT-0016
clo_00140,con_00117,lot_00125,src_ted_opendata,file_ted_0043,contract:CON-0006/lot:LOT-0003
clo_00141,con_00118,lot_00127,src_ted_opendata,file_ted_0043,contract:CON-0025/lot:LOT-0005
clo_00142,con_00119,lot_00137,src_ted_opendata,file_ted_0043,contract:CON-0026/lot:LOT-0015
clo_00143,con_00120,lot_00133,src_ted_opendata,file_ted_0043,contract:CON-0027/lot:LOT-0011
clo_00144,con_00121,lot_00132,src_ted_opendata,file_ted_0043,contract:CON-0028/lot:LOT-0010
clo_00145,con_00122,lot_00129,src_ted_opendata,file_ted_0043,contract:CON-0029/lot:LOT-0007
clo_00146,con_00123,lot_00129,src_ted_opendata,file_ted_0043,contract:CON-0030/lot:LOT-0007
clo_00147,con_00124,lot_00139,src_ted_opendata,file_ted_0044,contract:CON-0001/lot:LOT-0001
clo_00148,con_00125,lot_00140,src_ted_opendata,file_ted_0045,contract:CON-0001/lot:LOT-0000
clo_00149,con_00126,lot_00141,src_ted_opendata,file_ted_0046,contract:CON-0001/lot:LOT-0000
clo_00150,con_00127,lot_00142,src_ted_opendata,file_ted_0047,contract:CON-0001/lot:LOT-0001
clo_00151,con_00128,lot_00143,src_ted_opendata,file_ted_0047,contract:CON-0002/lot:LOT-0002
clo_00152,con_00129,lot_00144,src_ted_opendata,file_ted_0047,contract:CON-0003/lot:LOT-0003
clo_00153,con_00130,lot_00145,src_ted_opendata,file_ted_0048,contract:CON-0001/lot:LOT-0001
clo_00154,con_00131,lot_00149,src_ted_opendata,file_ted_0051,contract:CON-0001/lot:LOT-0001
clo_00155,con_00132,lot_00150,src_ted_opendata,file_ted_0052,contract:CON-0001/lot:LOT-0001
clo_00156,con_00133,lot_00151,src_ted_opendata,file_ted_0052,contract:CON-0002/lot:LOT-0002
clo_00157,con_00134,lot_00152,src_ted_opendata,file_ted_0053,contract:CON-0001/lot:LOT-0006
clo_00158,con_00135,lot_00153,src_ted_opendata,file_ted_0054,contract:CON-0001/lot:LOT-0001
clo_00159,con_00136,lot_00154,src_ted_opendata,file_ted_0055,contract:CON-0001/lot:LOT-0001
clo_00160,con_00137,lot_00155,src_ted_opendata,file_ted_0056,contract:CON-0001/lot:LOT-0001
clo_00161,con_00138,lot_00156,src_ted_opendata,file_ted_0057,contract:CON-0001/lot:LOT-0001
clo_00162,con_00139,lot_00157,src_ted_opendata,file_ted_0057,contract:CON-0002/lot:LOT-0002
clo_00163,con_00140,lot_00158,src_ted_opendata,file_ted_0057,contract:CON-0003/lot:LOT-0003
clo_00164,con_00141,lot_00159,src_ted_opendata,file_ted_0058,contract:CON-0001/lot:LOT-0001
clo_00165,con_00142,lot_00160,src_ted_opendata,file_ted_0059,contract:CON-0001/lot:LOT-0000
clo_00166,con_00143,lot_00161,src_ted_opendata,file_ted_0060,contract:CON-0001/lot:LOT-0001
clo_00167,con_00144,lot_00162,src_ted_opendata,file_ted_0061,contract:CON-0001/lot:LOT-0001
clo_00168,con_00145,lot_00164,src_ted_opendata,file_ted_0062,contract:CON-0016/lot:LOT-0009
clo_00169,con_00146,lot_00163,src_ted_opendata,file_ted_0062,contract:CON-0015/lot:LOT-0008
clo_00170,con_00147,lot_00166,src_ted_opendata,file_ted_0064,contract:CON-0001/lot:LOT-0001
clo_00171,con_00148,lot_00167,src_ted_opendata,file_ted_0065,contract:CON-0001/lot:LOT-0001
clo_00172,con_00149,lot_00168,src_ted_opendata,file_ted_0066,contract:CON-0001/lot:LOT-0001
clo_00173,con_00150,lot_00169,src_ted_opendata,file_ted_0067,contract:CON-0001/lot:LOT-0001
clo_00174,con_00151,lot_00170,src_ted_opendata,file_ted_0068,contract:CON-0001/lot:LOT-0001
clo_00175,con_00152,lot_00171,src_ted_opendata,file_ted_0069,contract:CON-0001/lot:LOT-0001
clo_00176,con_00153,lot_00172,src_ted_opendata,file_ted_0070,contract:CON-0001/lot:LOT-0001
clo_00177,con_00154,lot_00173,src_ted_opendata,file_ted_0071,contract:CON-0001/lot:LOT-0001
clo_00178,con_00155,lot_00174,src_ted_opendata,file_ted_0072,contract:CON-0001/lot:LOT-0001
clo_00179,con_00156,lot_00175,src_ted_opendata,file_ted_0072,contract:CON-0002/lot:LOT-0002
clo_00180,con_00157,lot_00176,src_ted_opendata,file_ted_0072,contract:CON-0003/lot:LOT-0003
clo_00181,con_00158,lot_00177,src_ted_opendata,file_ted_0072,contract:CON-0004/lot:LOT-0004
clo_00182,con_00159,lot_00178,src_ted_opendata,file_ted_0072,contract:CON-0005/lot:LOT-0005
clo_00183,con_00160,lot_00179,src_ted_opendata,file_ted_0073,contract:CON-0001/lot:LOT-0001
clo_00184,con_00161,lot_00180,src_ted_opendata,file_ted_0074,contract:CON-0001/lot:LOT-0001
clo_00185,con_00162,lot_00181,src_ted_opendata,file_ted_0074,contract:CON-0002/lot:LOT-0002
clo_00186,con_00162,lot_00183,src_ted_opendata,file_ted_0074,contract:CON-0002/lot:LOT-0004
clo_00187,con_00162,lot_00184,src_ted_opendata,file_ted_0074,contract:CON-0002/lot:LOT-0005
clo_00188,con_00162,lot_00185,src_ted_opendata,file_ted_0074,contract:CON-0002/lot:LOT-0006
clo_00189,con_00162,lot_00186,src_ted_opendata,file_ted_0074,contract:CON-0002/lot:LOT-0007
clo_00190,con_00162,lot_00188,src_ted_opendata,file_ted_0074,contract:CON-0002/lot:LOT-0009
clo_00191,con_00162,lot_00189,src_ted_opendata,file_ted_0074,contract:CON-0002/lot:LOT-0010
clo_00192,con_00162,lot_00190,src_ted_opendata,file_ted_0074,contract:CON-0002/lot:LOT-0011
clo_00193,con_00162,lot_00191,src_ted_opendata,file_ted_0074,contract:CON-0002/lot:LOT-0012
clo_00194,con_00162,lot_00192,src_ted_opendata,file_ted_0074,contract:CON-0002/lot:LOT-0013
clo_00195,con_00163,lot_00182,src_ted_opendata,file_ted_0074,contract:CON-0003/lot:LOT-0003
clo_00196,con_00164,lot_00187,src_ted_opendata,file_ted_0074,contract:CON-0004/lot:LOT-0008
clo_00197,con_00165,lot_00195,src_ted_opendata,file_ted_0076,contract:CON-0001/lot:LOT-0001
clo_00198,con_00166,lot_00196,src_ted_opendata,file_ted_0077,contract:CON-0001/lot:LOT-0041
clo_00199,con_00167,lot_00197,src_ted_opendata,file_ted_0077,contract:CON-0002/lot:LOT-0042
clo_00200,con_00168,lot_00198,src_ted_opendata,file_ted_0077,contract:CON-0003/lot:LOT-0043
clo_00201,con_00169,lot_00199,src_ted_opendata,file_ted_0077,contract:CON-0004/lot:LOT-0044
clo_00202,con_00170,lot_00200,src_ted_opendata,file_ted_0077,contract:CON-0005/lot:LOT-0045
clo_00203,con_00171,lot_00201,src_ted_opendata,file_ted_0077,contract:CON-0006/lot:LOT-0047
clo_00204,con_00172,lot_00202,src_ted_opendata,file_ted_0077,contract:CON-0007/lot:LOT-0048
clo_00205,con_00173,lot_00203,src_ted_opendata,file_ted_0077,contract:CON-0008/lot:LOT-0051
clo_00206,con_00174,lot_00204,src_ted_opendata,file_ted_0077,contract:CON-0009/lot:LOT-0052
clo_00207,con_00175,lot_00205,src_ted_opendata,file_ted_0077,contract:CON-0010/lot:LOT-0054
clo_00208,con_00176,lot_00206,src_ted_opendata,file_ted_0077,contract:CON-0011/lot:LOT-0055
clo_00209,con_00177,lot_00207,src_ted_opendata,file_ted_0077,contract:CON-0012/lot:LOT-0056
clo_00210,con_00178,lot_00208,src_ted_opendata,file_ted_0077,contract:CON-0013/lot:LOT-0057
clo_00211,con_00179,lot_00209,src_ted_opendata,file_ted_0078,contract:CON-0001/lot:LOT-0001
clo_00212,con_00180,lot_00210,src_ted_opendata,file_ted_0078,contract:CON-0002/lot:LOT-0002
clo_00213,con_00181,lot_00211,src_ted_opendata,file_ted_0079,contract:CON-0001/lot:LOT-0000
clo_00214,con_00182,lot_00212,src_ted_opendata,file_ted_0080,contract:CON-0000/lot:LOT-0000
clo_00215,con_00183,lot_00213,src_ted_opendata,file_ted_0081,contract:CON-0002/lot:LOT-0001
clo_00216,con_00184,lot_00214,src_ted_opendata,file_ted_0082,contract:CON-0001/lot:LOT-0001
clo_00217,con_00185,lot_00215,src_ted_opendata,file_ted_0082,contract:CON-0003/lot:LOT-0003
clo_00218,con_00186,lot_00216,src_ted_opendata,file_ted_0083,contract:CON-0001/lot:LOT-0001
clo_00219,con_00187,lot_00219,src_ted_opendata,file_ted_0084,contract:CON-0001/lot:LOT-0003
clo_00220,con_00188,lot_00221,src_ted_opendata,file_ted_0085,contract:CON-0001/lot:LOT-0001
clo_00221,con_00189,lot_00222,src_ted_opendata,file_ted_0086,contract:CON-0001/lot:LOT-0001
clo_00222,con_00190,lot_00223,src_ted_opendata,file_ted_0087,contract:CON-0001/lot:LOT-0001
clo_00223,con_00191,lot_00225,src_ted_opendata,file_ted_0089,contract:CON-0001/lot:LOT-0001
clo_00224,con_00192,lot_00226,src_ted_opendata,file_ted_0090,contract:CON-0000/lot:LOT-0000
clo_00225,con_00193,lot_00227,src_ted_opendata,file_ted_0091,contract:CON-0001/lot:LOT-0001
clo_00226,con_00194,lot_00228,src_ted_opendata,file_ted_0092,contract:CON-0001/lot:LOT-0001
clo_00227,con_00195,lot_00229,src_ted_opendata,file_ted_0093,contract:CON-0001/lot:LOT-0000
clo_00228,con_00196,lot_00230,src_ted_opendata,file_ted_0094,contract:CON-0300/lot:LOT-0003
clo_00229,con_00197,lot_00232,src_ted_opendata,file_ted_0096,contract:CON-0001/lot:LOT-0001
clo_00230,con_00198,lot_00235,src_ted_opendata,file_ted_0099,contract:CON-0001/lot:LOT-0001
clo_00231,con_00199,lot_00237,src_ted_opendata,file_ted_0101,contract:CON-0001/lot:LOT-0000
clo_00232,con_00200,lot_00249,src_ted_opendata,file_ted_0104,contract:CON-0001/lot:LOT-0000
clo_00233,con_00201,lot_00251,src_ted_opendata,file_ted_0106,contract:CON-0001/lot:LOT-0001
clo_00234,con_00202,lot_00252,src_ted_opendata,file_ted_0107,contract:CON-0001/lot:LOT-0001
clo_00235,con_00203,lot_00253,src_ted_opendata,file_ted_0108,contract:CON-0001/lot:LOT-0000
clo_00236,con_00204,lot_00254,src_ted_opendata,file_ted_0109,contract:CON-0001/lot:LOT-0001
clo_00237,con_00205,lot_00256,src_ted_opendata,file_ted_0111,contract:CON-0001/lot:LOT-0000
clo_00238,con_00206,lot_00257,src_ted_opendata,file_ted_0112,contract:CON-0002/lot:LOT-0000
clo_00239,con_00207,lot_00257,src_ted_opendata,file_ted_0112,contract:CON-0001/lot:LOT-0000
clo_00240,con_00208,lot_00257,src_ted_opendata,file_ted_0112,contract:CON-0003/lot:LOT-0000
clo_00241,con_00209,lot_00257,src_ted_opendata,file_ted_0112,contract:CON-0004/lot:LOT-0000
clo_00242,con_00210,lot_00257,src_ted_opendata,file_ted_0112,contract:CON-0005/lot:LOT-0000
clo_00243,con_00211,lot_00259,src_ted_opendata,file_ted_0114,contract:CON-0001/lot:LOT-0001
clo_00244,con_00212,lot_00261,src_ted_opendata,file_ted_0114,contract:CON-0002/lot:LOT-0003
clo_00245,con_00213,lot_00260,src_ted_opendata,file_ted_0114,contract:CON-0003/lot:LOT-0002
clo_00246,con_00214,lot_00263,src_ted_opendata,file_ted_0114,contract:CON-0004/lot:LOT-0005
clo_00247,con_00215,lot_00262,src_ted_opendata,file_ted_0114,contract:CON-0005/lot:LOT-0004
clo_00248,con_00216,lot_00264,src_ted_opendata,file_ted_0115,contract:CON-0001/lot:LOT-0008
clo_00249,con_00217,lot_00265,src_ted_opendata,file_ted_0115,contract:CON-0002/lot:LOT-0030
clo_00250,con_00218,lot_00266,src_ted_opendata,file_ted_0115,contract:CON-0003/lot:LOT-0052
clo_00251,con_00219,lot_00267,src_ted_opendata,file_ted_0115,contract:CON-0004/lot:LOT-0053
clo_00252,con_00220,lot_00268,src_ted_opendata,file_ted_0115,contract:CON-0005/lot:LOT-0057
clo_00253,con_00221,lot_00269,src_ted_opendata,file_ted_0115,contract:CON-0006/lot:LOT-0068
clo_00254,con_00222,lot_00270,src_ted_opendata,file_ted_0115,contract:CON-0007/lot:LOT-0069
clo_00255,con_00223,lot_00271,src_ted_opendata,file_ted_0115,contract:CON-0008/lot:LOT-0074
clo_00256,con_00224,lot_00272,src_ted_opendata,file_ted_0115,contract:CON-0009/lot:LOT-0081
clo_00257,con_00225,lot_00273,src_ted_opendata,file_ted_0115,contract:CON-0010/lot:LOT-0088
clo_00258,con_00226,lot_00274,src_ted_opendata,file_ted_0115,contract:CON-0011/lot:LOT-0089
clo_00259,con_00227,lot_00275,src_ted_opendata,file_ted_0115,contract:CON-0012/lot:LOT-0101
clo_00260,con_00228,lot_00276,src_ted_opendata,file_ted_0115,contract:CON-0013/lot:LOT-0132
clo_00261,con_00229,lot_00277,src_ted_opendata,file_ted_0115,contract:CON-0014/lot:LOT-0138
clo_00262,con_00230,lot_00278,src_ted_opendata,file_ted_0116,contract:CON-0001/lot:LOT-0001
