dictionary_id,file_path,column_name,column_type,nullable,description,unit,currency_semantics,allowed_values,source_field_name,transformation_applied,foreign_key_target,notes
dd_0061,processed/procurement_awards.csv,award_date,date,false,Award date. Meaning not explicitly documented in the source.,,,,award_date,See validation/transformation_log.csv where applicable.,,
dd_0062,processed/procurement_awards.csv,award_status,string,false,Award status. Meaning not explicitly documented in the source.,,,,award_status,See validation/transformation_log.csv where applicable.,,
dd_0063,processed/procurement_awards.csv,award_value,number,true,Award value. Meaning not explicitly documented in the source.,USD,Do not aggregate or compare across currencies.,,award_value,See validation/transformation_log.csv where applicable.,,
dd_0064,processed/procurement_awards.csv,currency_code,string,true,ISO or source currency code; compare values only within the same currency.,,,,currency_code,See validation/transformation_log.csv where applicable.,,
dd_0065,processed/procurement_awards.csv,source_id,string,false,Identifier of the registered source.,,,,source_id,See validation/transformation_log.csv where applicable.,,
dd_0066,processed/procurement_awards.csv,source_file_id,string,false,Identifier of the registered source file.,,,,source_file_id,See validation/transformation_log.csv where applicable.,,
dd_0067,processed/procurement_awards.csv,source_record_id,string,false,Identifier or row reference in the source.,,,,source_record_id,See validation/transformation_log.csv where applicable.,,
dd_0068,processed/procurement_awards.csv,collected_at,date,false,Date on which the record was collected.,,,,collected_at,See validation/transformation_log.csv where applicable.,,
dd_0069,processed/procurement_contracts.csv,contract_id,string,false,Canonical contract identifier.,,,,contract_id,See validation/transformation_log.csv where applicable.,processed/procurement_contracts.csv.contract_id,
dd_0070,processed/procurement_contracts.csv,source_contract_id,string,true,Source contract id. Meaning not explicitly documented in the source.,,,,source_contract_id,See validation/transformation_log.csv where applicable.,,
dd_0071,processed/procurement_contracts.csv,award_id,string,true,Canonical procurement award identifier.,,,,award_id,See validation/transformation_log.csv where applicable.,processed/procurement_awards.csv.award_id,
dd_0072,processed/procurement_contracts.csv,lot_id,string,true,Lot id. Meaning not explicitly documented in the source.,,,,lot_id,See validation/transformation_log.csv where applicable.,,
dd_0073,processed/procurement_contracts.csv,procedure_id,string,true,Procedure id. Meaning not explicitly documented in the source.,,,,procedure_id,See validation/transformation_log.csv where applicable.,,
dd_0074,processed/procurement_contracts.csv,contract_title,string,true,Contract title. Meaning not explicitly documented in the source.,,,,contract_title,See validation/transformation_log.csv where applicable.,,
dd_0075,processed/procurement_contracts.csv,contract_status,string,true,Contract status. Meaning not explicitly documented in the source.,,,,contract_status,See validation/transformation_log.csv where applicable.,,
dd_0076,processed/procurement_contracts.csv,contract_value,number,true,Contract value. Meaning not explicitly documented in the source.,USD,Do not aggregate or compare across currencies.,,contract_value,See validation/transformation_log.csv where applicable.,,
dd_0077,processed/procurement_contracts.csv,currency_code,string,true,ISO or source currency code; compare values only within the same currency.,,,,currency_code,See validation/transformation_log.csv where applicable.,,
dd_0078,processed/procurement_contracts.csv,contract_date,date,true,Contract date. Meaning not explicitly documented in the source.,,,,contract_date,See validation/transformation_log.csv where applicable.,,
dd_0079,processed/procurement_contracts.csv,start_date,date,true,Start date. Meaning not explicitly documented in the source.,,,,start_date,See validation/transformation_log.csv where applicable.,,
dd_0080,processed/procurement_contracts.csv,end_date,date,true,End date. Meaning not explicitly documented in the source.,,,,end_date,See validation/transformation_log.csv where applicable.,,
dd_0081,processed/procurement_contracts.csv,category_id,string,true,Canonical category identifier.,,,,category_id,See validation/transformation_log.csv where applicable.,processed/categories.csv.category_id,
dd_0082,processed/procurement_contracts.csv,country_code,string,true,Country code retained or mapped from the source.,,,,country_code,See validation/transformation_log.csv where applicable.,,
dd_0083,processed/procurement_contracts.csv,source_id,string,false,Identifier of the registered source.,,,,source_id,See validation/transformation_log.csv where applicable.,,
dd_0084,processed/procurement_contracts.csv,source_file_id,string,false,Identifier of the registered source file.,,,,source_file_id,See validation/transformation_log.csv where applicable.,,
dd_0085,processed/procurement_contracts.csv,source_record_id,string,false,Identifier or row reference in the source.,,,,source_record_id,See validation/transformation_log.csv where applicable.,,
dd_0086,processed/procurement_contracts.csv,collected_at,date,false,Date on which the record was collected.,,,,collected_at,See validation/transformation_log.csv where applicable.,,
dd_0087,processed/procurement_lots.csv,lot_id,string,false,Lot id. Meaning not explicitly documented in the source.,,,,lot_id,See validation/transformation_log.csv where applicable.,,
dd_0088,processed/procurement_lots.csv,source_lot_id,string,false,Source lot id. Meaning not explicitly documented in the source.,,,,source_lot_id,See validation/transformation_log.csv where applicable.,,
dd_0089,processed/procurement_lots.csv,notice_id,string,false,Notice id. Meaning not explicitly documented in the source.,,,,notice_id,See validation/transformation_log.csv where applicable.,,
dd_0090,processed/procurement_lots.csv,procedure_id,string,false,Procedure id. Meaning not explicitly documented in the source.,,,,procedure_id,See validation/transformation_log.csv where applicable.,,
dd_0091,processed/procurement_lots.csv,lot_title,string,true,Lot title. Meaning not explicitly documented in the source.,,,,lot_title,See validation/transformation_log.csv where applicable.,,
dd_0092,processed/procurement_lots.csv,lot_description,string,true,Lot description. Meaning not explicitly documented in the source.,,,,lot_description,See validation/transformation_log.csv where applicable.,,
dd_0093,processed/procurement_lots.csv,lot_status,string,true,Lot status. Meaning not explicitly documented in the source.,,,,lot_status,See validation/transformation_log.csv where applicable.,,
dd_0094,processed/procurement_lots.csv,estimated_value,number,true,Estimated value. Meaning not explicitly documented in the source.,USD,Do not aggregate or compare across currencies.,,estimated_value,See validation/transformation_log.csv where applicable.,,
dd_0095,processed/procurement_lots.csv,currency_code,string,true,ISO or source currency code; compare values only within the same currency.,,,,currency_code,See validation/transformation_log.csv where applicable.,,
dd_0096,processed/procurement_lots.csv,category_id,string,true,Canonical category identifier.,,,,category_id,See validation/transformation_log.csv where applicable.,processed/categories.csv.category_id,
dd_0097,processed/procurement_lots.csv,source_id,string,false,Identifier of the registered source.,,,,source_id,See validation/transformation_log.csv where applicable.,,
dd_0098,processed/procurement_lots.csv,source_file_id,string,false,Identifier of the registered source file.,,,,source_file_id,See validation/transformation_log.csv where applicable.,,
dd_0099,processed/procurement_lots.csv,source_record_id,string,false,Identifier or row reference in the source.,,,,source_record_id,See validation/transformation_log.csv where applicable.,,
dd_0100,processed/procurement_lots.csv,collected_at,date,false,Date on which the record was collected.,,,,collected_at,See validation/transformation_log.csv where applicable.,,
dd_0101,processed/procurement_notices.csv,notice_id,string,false,Notice id. Meaning not explicitly documented in the source.,,,,notice_id,See validation/transformation_log.csv where applicable.,,
dd_0102,processed/procurement_notices.csv,source_notice_id,string,false,Source notice id. Meaning not explicitly documented in the source.,,,,source_notice_id,See validation/transformation_log.csv where applicable.,,
dd_0103,processed/procurement_notices.csv,notice_title,string,false,Notice title. Meaning not explicitly documented in the source.,,,,notice_title,See validation/transformation_log.csv where applicable.,,
dd_0104,processed/procurement_notices.csv,notice_type,string,false,Notice type. Meaning not explicitly documented in the source.,,,,notice_type,See validation/transformation_log.csv where applicable.,,
dd_0105,processed/procurement_notices.csv,publication_date,date,false,Publication date. Meaning not explicitly documented in the source.,,,,publication_date,See validation/transformation_log.csv where applicable.,,
dd_0106,processed/procurement_notices.csv,deadline_date,date,true,Deadline date. Meaning not explicitly documented in the source.,,,,deadline_date,See validation/transformation_log.csv where applicable.,,
dd_0107,processed/procurement_notices.csv,procedure_id,string,false,Procedure id. Meaning not explicitly documented in the source.,,,,procedure_id,See validation/transformation_log.csv where applicable.,,
dd_0108,processed/procurement_notices.csv,country_code,string,false,Country code retained or mapped from the source.,,,,country_code,See validation/transformation_log.csv where applicable.,,
dd_0109,processed/procurement_notices.csv,main_category_id,string,false,Main category id. Meaning not explicitly documented in the source.,,,,main_category_id,See validation/transformation_log.csv where applicable.,,
dd_0110,processed/procurement_notices.csv,source_id,string,false,Identifier of the registered source.,,,,source_id,See validation/transformation_log.csv where applicable.,,
dd_0111,processed/procurement_notices.csv,source_file_id,string,false,Identifier of the registered source file.,,,,source_file_id,See validation/transformation_log.csv where applicable.,,
dd_0112,processed/procurement_notices.csv,source_record_id,string,false,Identifier or row reference in the source.,,,,source_record_id,See validation/transformation_log.csv where applicable.,,
dd_0113,processed/procurement_notices.csv,collected_at,date,false,Date on which the record was collected.,,,,collected_at,See validation/transformation_log.csv where applicable.,,
dd_0114,processed/procurement_procedures.csv,procedure_id,string,false,Procedure id. Meaning not explicitly documented in the source.,,,,procedure_id,See validation/transformation_log.csv where applicable.,,
dd_0115,processed/procurement_procedures.csv,source_procedure_id,string,false,Source procedure id. Meaning not explicitly documented in the source.,,,,source_procedure_id,See validation/transformation_log.csv where applicable.,,
dd_0116,processed/procurement_procedures.csv,procedure_title,string,false,Procedure title. Meaning not explicitly documented in the source.,,,,procedure_title,See validation/transformation_log.csv where applicable.,,
dd_0117,processed/procurement_procedures.csv,procedure_type,string,true,Procedure type. Meaning not explicitly documented in the source.,,,,procedure_type,See validation/transformation_log.csv where applicable.,,
dd_0118,processed/procurement_procedures.csv,procedure_status,string,true,Procedure status. Meaning not explicitly documented in the source.,,,,procedure_status,See validation/transformation_log.csv where applicable.,,
dd_0119,processed/procurement_procedures.csv,estimated_value,number,true,Estimated value. Meaning not explicitly documented in the source.,USD,Do not aggregate or compare across currencies.,,estimated_value,See validation/transformation_log.csv where applicable.,,
dd_0120,processed/procurement_procedures.csv,currency_code,string,true,ISO or source currency code; compare values only within the same currency.,,,,currency_code,See validation/transformation_log.csv where applicable.,,
dd_0121,processed/procurement_procedures.csv,publication_date,date,false,Publication date. Meaning not explicitly documented in the source.,,,,publication_date,See validation/transformation_log.csv where applicable.,,
dd_0122,processed/procurement_procedures.csv,source_id,string,false,Identifier of the registered source.,,,,source_id,See validation/transformation_log.csv where applicable.,,
dd_0123,processed/procurement_procedures.csv,source_file_id,string,false,Identifier of the registered source file.,,,,source_file_id,See validation/transformation_log.csv where applicable.,,
dd_0124,processed/procurement_procedures.csv,source_record_id,string,false,Identifier or row reference in the source.,,,,source_record_id,See validation/transformation_log.csv where applicable.,,
dd_0125,processed/procurement_procedures.csv,collected_at,date,false,Date on which the record was collected.,,,,collected_at,See validation/transformation_log.csv where applicable.,,
dd_0126,processed/product_projects.csv,product_project_id,string,false,Product project id. Meaning not explicitly documented in the source.,,,,product_project_id,See validation/transformation_log.csv where applicable.,,
dd_0127,processed/product_projects.csv,product_id,string,false,Product id. Meaning not explicitly documented in the source.,,,,product_id,See validation/transformation_log.csv where applicable.,,
dd_0128,processed/product_projects.csv,project_id,string,false,Canonical project identifier.,,,,project_id,See validation/transformation_log.csv where applicable.,processed/projects.csv.project_id,
dd_0129,processed/product_projects.csv,relationship_type,string,false,Relationship type. Meaning not explicitly documented in the source.,,,,relationship_type,See validation/transformation_log.csv where applicable.,,
dd_0130,processed/product_projects.csv,relationship_description,string,true,Relationship description. Meaning not explicitly documented in the source.,,,,relationship_description,See validation/transformation_log.csv where applicable.,,
dd_0131,processed/product_projects.csv,source_id,string,false,Identifier of the registered source.,,,,source_id,See validation/transformation_log.csv where applicable.,,
dd_0132,processed/product_projects.csv,source_file_id,string,false,Identifier of the registered source file.,,,,source_file_id,See validation/transformation_log.csv where applicable.,,
dd_0133,processed/product_projects.csv,source_record_id,string,false,Identifier or row reference in the source.,,,,source_record_id,See validation/transformation_log.csv where applicable.,,
dd_0134,processed/products.csv,product_id,string,false,Product id. Meaning not explicitly documented in the source.,,,,product_id,See validation/transformation_log.csv where applicable.,,
dd_0135,processed/products.csv,source_product_id,string,false,Source product id. Meaning not explicitly documented in the source.,,,,source_product_id,See validation/transformation_log.csv where applicable.,,
dd_0136,processed/products.csv,product_name,string,false,Product name. Meaning not explicitly documented in the source.,,,,product_name,See validation/transformation_log.csv where applicable.,,
dd_0137,processed/products.csv,product_description,string,true,Product description. Meaning not explicitly documented in the source.,,,,product_description,See validation/transformation_log.csv where applicable.,,
dd_0138,processed/products.csv,product_category,string,true,Product category. Meaning not explicitly documented in the source.,,,,product_category,See validation/transformation_log.csv where applicable.,,
dd_0139,processed/products.csv,source_id,string,false,Identifier of the registered source.,,,,source_id,See validation/transformation_log.csv where applicable.,,
dd_0140,processed/products.csv,source_file_id,string,false,Identifier of the registered source file.,,,,source_file_id,See validation/transformation_log.csv where applicable.,,
dd_0141,processed/products.csv,source_record_id,string,false,Identifier or row reference in the source.,,,,source_record_id,See validation/transformation_log.csv where applicable.,,
dd_0142,processed/products.csv,collected_at,date,false,Date on which the record was collected.,,,,collected_at,See validation/transformation_log.csv where applicable.,,
dd_0143,processed/projects.csv,project_id,string,false,Canonical project identifier.,,,,project_id,See validation/transformation_log.csv where applicable.,processed/projects.csv.project_id,
dd_0144,processed/projects.csv,source_project_id,string,false,Source project id. Meaning not explicitly documented in the source.,,,,source_project_id,See validation/transformation_log.csv where applicable.,,
dd_0145,processed/projects.csv,project_name,string,false,Project name. Meaning not explicitly documented in the source.,,,,project_name,See validation/transformation_log.csv where applicable.,,
dd_0146,processed/projects.csv,project_description,string,true,Project description. Meaning not explicitly documented in the source.,,,,project_description,See validation/transformation_log.csv where applicable.,,
dd_0147,processed/projects.csv,project_status,string,true,Project status. Meaning not explicitly documented in the source.,,,,project_status,See validation/transformation_log.csv where applicable.,,
dd_0148,processed/projects.csv,country_code,string,true,Country code retained or mapped from the source.,,,,country_code,See validation/transformation_log.csv where applicable.,,
dd_0149,processed/projects.csv,country_name,string,true,Country name. Meaning not explicitly documented in the source.,,,,country_name,See validation/transformation_log.csv where applicable.,,
dd_0150,processed/projects.csv,source_id,string,false,Identifier of the registered source.,,,,source_id,See validation/transformation_log.csv where applicable.,,
dd_0151,processed/projects.csv,source_file_id,string,false,Identifier of the registered source file.,,,,source_file_id,See validation/transformation_log.csv where applicable.,,
dd_0152,processed/projects.csv,source_record_id,string,false,Identifier or row reference in the source.,,,,source_record_id,See validation/transformation_log.csv where applicable.,,
dd_0153,processed/projects.csv,collected_at,date,false,Date on which the record was collected.,,,,collected_at,See validation/transformation_log.csv where applicable.,,
dd_0154,processed/supplier_products.csv,supplier_product_id,string,false,Supplier product id. Meaning not explicitly documented in the source.,,,,supplier_product_id,See validation/transformation_log.csv where applicable.,,
dd_0155,processed/supplier_products.csv,supplier_id,string,false,Canonical supplier identifier.,,,,supplier_id,See validation/transformation_log.csv where applicable.,processed/suppliers.csv.supplier_id,
dd_0156,processed/supplier_products.csv,product_id,string,false,Product id. Meaning not explicitly documented in the source.,,,,product_id,See validation/transformation_log.csv where applicable.,,
dd_0157,processed/supplier_products.csv,relationship_type,string,false,Relationship type. Meaning not explicitly documented in the source.,,,,relationship_type,See validation/transformation_log.csv where applicable.,,
dd_0158,processed/supplier_products.csv,relationship_description,string,true,Relationship description. Meaning not explicitly documented in the source.,,,,relationship_description,See validation/transformation_log.csv where applicable.,,
dd_0159,processed/supplier_products.csv,source_id,string,false,Identifier of the registered source.,,,,source_id,See validation/transformation_log.csv where applicable.,,
dd_0160,processed/supplier_products.csv,source_file_id,string,false,Identifier of the registered source file.,,,,source_file_id,See validation/transformation_log.csv where applicable.,,
dd_0161,processed/supplier_products.csv,source_record_id,string,false,Identifier or row reference in the source.,,,,source_record_id,See validation/transformation_log.csv where applicable.,,
dd_0162,processed/supplier_projects.csv,supplier_project_id,string,false,Supplier project id. Meaning not explicitly documented in the source.,,,,supplier_project_id,See validation/transformation_log.csv where applicable.,,
dd_0163,processed/supplier_projects.csv,supplier_id,string,false,Canonical supplier identifier.,,,,supplier_id,See validation/transformation_log.csv where applicable.,processed/suppliers.csv.supplier_id,
dd_0164,processed/supplier_projects.csv,project_id,string,false,Canonical project identifier.,,,,project_id,See validation/transformation_log.csv where applicable.,processed/projects.csv.project_id,
dd_0165,processed/supplier_projects.csv,relationship_type,string,false,Relationship type. Meaning not explicitly documented in the source.,,,,relationship_type,See validation/transformation_log.csv where applicable.,,
dd_0166,processed/supplier_projects.csv,relationship_description,string,false,Relationship description. Meaning not explicitly documented in the source.,,,,relationship_description,See validation/transformation_log.csv where applicable.,,
dd_0167,processed/supplier_projects.csv,source_id,string,false,Identifier of the registered source.,,,,source_id,See validation/transformation_log.csv where applicable.,,
dd_0168,processed/supplier_projects.csv,source_file_id,string,false,Identifier of the registered source file.,,,,source_file_id,See validation/transformation_log.csv where applicable.,,
dd_0169,processed/supplier_projects.csv,source_record_id,string,false,Identifier or row reference in the source.,,,,source_record_id,See validation/transformation_log.csv where applicable.,,
dd_0170,processed/suppliers.csv,supplier_id,string,false,Canonical supplier identifier.,,,,supplier_id,See validation/transformation_log.csv where applicable.,processed/suppliers.csv.supplier_id,
dd_0171,processed/suppliers.csv,source_supplier_id,string,false,Source supplier id. Meaning not explicitly documented in the source.,,,,source_supplier_id,See validation/transformation_log.csv where applicable.,,
dd_0172,processed/suppliers.csv,supplier_name,string,false,Supplier name. Meaning not explicitly documented in the source.,,,,supplier_name,See validation/transformation_log.csv where applicable.,,
dd_0173,processed/suppliers.csv,normalized_name,string,false,Technical normalization of the original name; not an entity merge.,,,,normalized_name,See validation/transformation_log.csv where applicable.,,
dd_0174,processed/suppliers.csv,country_code,string,true,Country code retained or mapped from the source.,,,,country_code,See validation/transformation_log.csv where applicable.,,
dd_0175,processed/suppliers.csv,country_name,string,true,Country name. Meaning not explicitly documented in the source.,,,,country_name,See validation/transformation_log.csv where applicable.,,
dd_0176,processed/suppliers.csv,supplier_type,string,true,Supplier type. Meaning not explicitly documented in the source.,,,,supplier_type,See validation/transformation_log.csv where applicable.,,
dd_0177,processed/suppliers.csv,supplier_status,string,true,Supplier status. Meaning not explicitly documented in the source.,,,,supplier_status,See validation/transformation_log.csv where applicable.,,
dd_0178,processed/suppliers.csv,source_id,string,false,Identifier of the registered source.,,,,source_id,See validation/transformation_log.csv where applicable.,,
dd_0179,processed/suppliers.csv,source_file_id,string,false,Identifier of the registered source file.,,,,source_file_id,See validation/transformation_log.csv where applicable.,,
dd_0180,processed/suppliers.csv,source_record_id,string,false,Identifier or row reference in the source.,,,,source_record_id,See validation/transformation_log.csv where applicable.,,
dd_0181,processed/suppliers.csv,collected_at,date,false,Date on which the record was collected.,,,,collected_at,See validation/transformation_log.csv where applicable.,,
dd_0182,metadata/sources.csv,source_id,string,false,Identifier of the registered source.,,,,source_id,See validation/transformation_log.csv where applicable.,,
dd_0183,metadata/sources.csv,source_name,string,false,Source name. Meaning not explicitly documented in the source.,,,,source_name,See validation/transformation_log.csv where applicable.,,
dd_0184,metadata/sources.csv,responsible_organization,string,false,Responsible organization. Meaning not explicitly documented in the source.,,,,responsible_organization,See validation/transformation_log.csv where applicable.,,
dd_0185,metadata/sources.csv,source_url,string,false,Source url. Meaning not explicitly documented in the source.,,,,source_url,See validation/transformation_log.csv where applicable.,,
